subject,trial,movie,frame_start_ms,start_time_ms,end_time_ms,ms_video,calc_frame,duration_ms,start_x_px,start_y_px,end_x_px,end_y_px,amp_deg,amp_px
e159047,0,,1189155,1189141,1189162,-14,0,22,650.9,274.3,635.9,344.4,2.3,71.68688861988637
e159047,0,,1189155,1189378,1189413,223,14,36,640.3,348.4,778.2,460.3,5.36,177.58947040858035
e159047,0,,1189155,1189758,1189789,603,37,32,801.4,466.1,717.3,505.9,2.74,93.04219472905828
e159047,0,,1189155,1189990,1190049,835,51,60,720.5,506.8,235.2,553.5,13.82,487.5417725692846
e159047,0,,1189155,1190319,1190342,1164,70,24,245.8,556.8,163.9,539.5,2.32,83.70722788385719
e159047,0,,1189155,1190512,1190578,1357,82,67,154.7,533.3,830.5,469.9,19.06,678.7674122996772
e159047,0,,1189155,1190988,1191027,1833,110,40,804.6,467.0,644.9,502.1,4.75,163.51177327642196
e159047,0,,1189155,1191407,1191685,2252,135,279,648.8,499.5,670.9,338.3,5.15,162.70786705012145
e159047,0,,1189155,1191709,1191748,2554,154,40,674.4,339.1,670.9,467.1,4.07,128.04784262142022
e159047,0,,1189155,1192343,1192387,3188,192,45,659.4,477.9,404.0,382.5,7.99,272.6358743819309
e159047,0,,1189155,1192715,1192773,3560,214,59,530.5,347.1,279.8,566.3,9.9,333.0152098628529
e159047,0,,1189155,1192981,1192998,3826,230,18,292.4,558.4,249.9,554.9,1.19,42.64387412044076
e159047,0,,1189155,1193155,1193210,4000,240,56,256.2,547.8,615.0,307.4,12.73,431.890726920595
e159047,0,,1189155,1193769,1193789,4614,277,21,531.5,305.5,488.2,320.1,1.35,45.6951857420451
e159047,0,,1189155,1194217,1194231,5062,304,15,444.5,326.4,417.1,337.4,0.87,29.52558212804616
e159047,0,,1189155,1194539,1194555,5384,323,17,391.1,339.7,354.0,346.1,1.09,37.64797471312371
e159047,0,,1189155,1194889,1194897,5734,344,9,344.9,343.9,356.0,336.1,0.4,13.566502865514007
e159047,0,,1189155,1195769,1195828,6614,397,60,413.3,325.1,322.7,620.3,9.51,308.79022005238437
e159047,0,,1189155,1196038,1196210,6883,413,173,332.7,616.0,331.3,590.8,0.76,25.238858928247968
e159047,0,,1189155,1196291,1196345,7136,428,55,361.3,459.5,326.0,492.1,1.43,48.05049427425281
e159047,0,,1189155,1196557,1196592,7402,444,36,331.1,509.8,312.4,610.9,3.13,102.81488219124698
e159047,0,,1189155,1196838,1196872,7683,461,35,314.3,627.2,164.3,592.8,4.25,153.89398948626945
e159047,0,,1189155,1197590,1197612,8435,506,23,235.3,590.0,301.5,593.9,1.84,66.31477964978846
e159047,0,,1189155,1197913,1197931,8758,525,19,335.9,592.6,383.3,579.9,1.39,49.07188604486284
e159047,0,,1189155,1198239,1198260,9084,545,22,385.5,578.0,333.7,607.3,1.71,59.51243567524353
e159047,0,,1189155,1199298,1199559,10143,608,262,331.2,610.6,384.5,305.6,9.59,309.622172978616
e159047,0,,1189155,1199658,1199666,10503,630,9,383.6,311.6,376.1,320.4,0.35,11.562439189029242
e159047,0,,1189155,1200562,1200611,11407,684,50,373.3,318.1,250.6,557.8,8.23,269.2793716570209
e159047,0,,1189155,1201161,1201181,12006,720,21,353.6,568.2,336.0,627.5,1.87,61.856689209817844
e159047,0,,1189155,1201681,1201741,12526,751,61,341.8,629.1,381.3,328.0,9.39,303.67986433084434
e159047,0,,1189155,1202104,1202154,12949,777,51,378.3,338.5,138.6,517.7,8.73,299.28035351489416
e159047,0,,1189155,1202658,1202678,13503,810,21,135.7,512.9,192.2,543.7,1.81,64.34974747425201
e159047,0,,1189155,1203051,1203294,13896,833,244,199.2,545.7,371.9,502.3,5.02,178.06978968932378
e159047,0,,1189155,1203339,1203421,14184,851,83,380.6,463.7,352.5,494.4,1.25,41.6185054993569
e159047,0,,1189155,1203812,1203864,14657,879,53,359.3,506.1,355.5,323.1,5.75,183.03944929987088
e159047,0,,1189155,1204202,1204208,15047,902,7,346.2,331.1,356.9,328.6,0.32,10.988175462741745
e159047,0,,1189155,1204448,1204488,15293,917,41,352.7,322.0,417.6,451.1,4.49,144.49505181839277
e159047,0,,1189155,1205030,1205062,15875,952,33,429.0,454.7,338.6,556.4,4.07,136.07001874035294
e159047,0,,1189155,1205247,1205265,16092,965,19,349.6,558.5,354.5,599.4,1.25,41.192475040958605
e159047,0,,1189155,1205949,1205957,16794,1007,9,354.0,601.2,342.2,608.2,0.39,13.720058308914007
e159047,0,,1189155,1206344,1206674,17189,1031,331,342.1,599.4,358.7,465.0,4.16,135.4212686397524
e159047,0,,1189155,1206706,1206727,17551,1053,22,360.9,456.1,360.7,458.3,0.07,2.2090722034374397
e159047,0,,1189155,1206790,1206863,17635,1058,74,359.4,453.4,340.0,494.7,1.4,45.62948608082279
e159047,0,,1189155,1207043,1207114,17888,1073,72,341.2,493.2,210.8,508.1,3.69,131.24850475338755
e159047,0,,1189155,1207363,1207385,18208,1092,23,209.5,514.0,276.8,501.6,1.92,68.43281376649657
e159047,0,,1189155,1207656,1207686,18501,1109,31,268.5,510.9,347.6,607.3,3.69,124.69871691400839
e159047,0,,1189155,1207988,1207999,18833,1129,12,336.5,612.4,356.9,627.3,0.73,25.26202683871582
e159047,0,,1189155,1208249,1208296,19094,1145,48,335.7,630.5,346.3,361.6,8.29,269.1088441504664
e159047,0,,1189155,1208597,1208610,19442,1166,14,332.7,346.4,332.1,324.0,0.71,22.408034273447523
e159047,0,,1189155,1209263,1210016,20108,1206,754,337.5,316.6,335.8,333.7,0.55,17.18429515575192
e159047,0,,1189155,1210153,1210171,20998,1259,19,138.3,535.6,129.3,580.7,1.38,45.9892378714847
e159047,0,,1189155,1210385,1210435,21230,1273,51,131.6,590.7,438.5,269.8,13.11,444.03200335110984
e159047,0,,1189155,1210652,1210704,21497,1289,53,494.8,286.0,753.0,417.1,8.62,289.5763284524479
e159047,0,,1189155,1210918,1210959,21763,1305,42,757.6,418.2,883.6,540.8,5.28,175.80318540913868
e159047,0,,1189155,1211160,1211212,22005,1319,53,883.5,541.2,672.7,330.4,9.02,298.11621894824845
e159047,0,,1189155,1211415,1211465,22260,1335,51,681.4,333.2,954.4,526.9,9.94,334.7367473104798
e159047,0,,1189155,1211822,1211843,22667,1359,22,950.5,525.8,1003.4,565.3,1.91,66.02014843969981
e159047,0,,1189155,1213084,1213137,23929,1435,54,994.4,540.7,797.2,318.5,8.96,297.0869906273245
e159047,0,,1189155,1213549,1213593,24394,1463,45,779.1,307.0,736.0,455.4,4.88,154.53210022516356
e159047,0,,1189155,1214114,1214160,24959,1497,47,731.5,441.8,739.3,300.9,4.5,141.1157326452299
e159047,0,,1189155,1214518,1214539,25363,1521,22,697.6,304.7,639.4,323.8,1.82,61.25397946256232
e159047,0,,1189155,1214788,1215004,25633,1537,217,603.2,326.5,520.3,311.7,2.48,84.21074753260426
e159047,0,,1189155,1215032,1215048,25877,1552,17,517.0,292.1,510.5,319.8,0.91,28.452416417590957
e159047,0,,1189155,1215080,1215153,25925,1554,74,504.1,306.0,394.9,483.7,6.45,208.5711629156821
e159047,0,,1189155,1215285,1215309,26130,1567,25,369.3,498.9,291.5,540.8,2.55,88.36543441866849
e159047,0,,1189155,1215639,1215656,26484,1588,18,267.5,560.8,227.3,581.3,1.28,45.125270082294236
e159047,0,,1189155,1216577,1216904,27422,1644,328,230.0,565.0,220.3,551.7,0.48,16.46147016520695
e159047,0,,1189155,1216931,1216949,27776,1665,19,221.4,549.2,221.2,550.4,0.04,1.2165525060595794
e159047,0,,1189155,1218357,1218604,29202,1751,248,233.7,556.5,266.4,491.4,2.19,72.85121824650568
e159047,0,,1189155,1218637,1218707,29482,1768,71,278.5,444.8,247.4,449.9,0.89,31.515393064342373
e159047,0,,1189155,1218811,1218915,29656,1778,105,257.4,449.7,883.7,317.1,18.35,640.1831378597847
e159047,0,,1189155,1219265,1219286,30110,1805,22,821.4,321.0,756.2,301.8,2.0,67.96822787155769
e159047,0,,1189155,1219684,1219696,30529,1830,13,652.4,296.1,625.0,296.9,0.81,27.411676344215042
e159047,0,,1189155,1220347,1220386,31192,1870,40,504.6,301.7,425.2,456.6,5.43,174.06426973965682
e159047,0,,1189155,1220852,1220867,31697,1900,16,338.7,469.6,323.1,496.7,0.95,31.269314031490953
e159047,0,,1189155,1221270,1221285,32115,1925,16,276.3,502.5,241.1,506.0,0.99,35.37357770992356
e159047,0,,1189155,1221989,1222035,32834,1969,47,243.3,507.7,324.2,325.0,6.14,199.8101599018428
e159047,0,,1189155,1222559,1222757,33404,2003,199,328.5,325.3,305.0,504.8,5.66,181.03176516843666
e159047,0,,1189155,1222898,1222943,33743,2023,46,330.3,388.9,309.2,414.5,1.0,33.17483986396923
e159047,0,,1189155,1222990,1223007,33835,2029,18,302.6,418.1,295.0,449.4,1.0,32.209470656935636
e159047,0,,1189155,1223088,1223106,33933,2034,19,290.4,462.3,282.6,517.8,1.73,56.04542800264793
e159047,0,,1189155,1223170,1223188,34015,2039,19,284.3,521.6,304.2,483.2,1.31,43.25008670511542
e159047,0,,1189155,1223943,1223952,34788,2086,10,305.2,484.0,288.9,483.1,0.46,16.32482771731452
e159047,0,,1189155,1224553,1224811,35398,2122,259,309.3,476.1,332.4,435.4,1.43,46.79850424960185
e159047,0,,1189155,1224927,1224988,35772,2145,62,366.0,339.2,327.3,407.2,2.42,78.24122954044114
e159047,0,,1189155,1225065,1225081,35910,2153,17,326.8,414.3,319.9,467.5,1.68,53.64559627779339
e159047,0,,1189155,1225497,1225503,36342,2179,7,317.3,482.1,308.2,484.1,0.26,9.317188417113845
e159047,0,,1189155,1225976,1225982,36821,2208,7,307.5,484.1,296.9,485.8,0.3,10.735455276791965
e159047,0,,1189155,1226768,1226818,37613,2255,51,301.1,489.2,354.2,281.7,6.7,214.18650751156105
e159047,0,,1189155,1226965,1226974,37810,2267,10,346.8,291.5,340.4,303.6,0.43,13.688316185711118
e159047,0,,1189155,1227493,1227507,38338,2298,15,343.9,314.8,336.2,337.4,0.75,23.87571988443486
e159047,0,,1189155,1227775,1227845,38620,2315,71,342.9,344.0,974.0,540.9,18.95,661.1027302923502
e159047,0,,1189155,1228027,1228041,38872,2330,15,964.6,542.1,960.5,575.0,1.01,33.154486875836255
e159047,0,,1189155,1228284,1228481,39129,2346,198,964.7,578.0,312.1,452.5,18.78,664.557755202661
e159047,0,,1189155,1228571,1228644,39416,2363,74,339.3,356.4,306.7,417.0,2.12,68.8122082191816
e159047,0,,1189155,1228773,1228799,39618,2375,27,308.9,425.0,260.5,488.9,2.41,80.16090069354257
e159047,0,,1189155,1228836,1228872,39681,2379,37,266.3,502.0,253.0,563.3,1.91,62.72623055787742
e159047,0,,1189155,1229032,1229057,39877,2391,26,251.6,571.7,304.0,505.8,2.49,84.1936458410016
e159047,0,,1189155,1230054,1230086,40899,2452,33,304.7,480.5,177.7,519.6,3.74,132.88269262774594
e159047,0,,1189155,1230470,1230496,41315,2477,27,177.6,513.7,292.1,472.7,3.43,121.619283010549
e159047,0,,1189155,1230718,1230933,41563,2492,216,292.4,469.3,316.8,430.9,1.38,45.49637348185023
e159047,0,,1189155,1231038,1231082,41883,2511,45,342.8,345.9,307.9,396.0,1.87,61.05751387012089
e159047,0,,1189155,1231264,1231280,42109,2525,17,306.3,404.8,300.9,450.6,1.44,46.117241894978946
e159047,0,,1189155,1231796,1231844,42641,2556,49,307.2,471.0,342.3,315.1,5.0,159.80244053205195
e159047,0,,1189155,1234257,1234300,45102,2704,44,342.7,325.1,310.6,466.4,4.54,144.90031055867334
e159047,0,,1189155,1234922,1235090,45767,2744,169,316.0,465.5,324.0,400.0,2.06,65.98674109243463
e159047,0,,1189155,1235205,1235243,46050,2761,39,355.4,341.8,326.8,401.3,2.05,66.01674030122965
e159047,0,,1189155,1235406,1235422,46251,2773,17,325.1,412.3,318.0,462.7,1.59,50.89764238154846
e159047,0,,1189155,1235672,1235687,46517,2789,16,326.0,476.7,355.6,482.2,0.86,30.10664378505185
