subject,trial,movie,frame_start_ms,start_time_ms,end_time_ms,ms_video,calc_frame,duration_ms,start_x_px,start_y_px,end_x_px,end_y_px,amp_deg,amp_px
e159093,0,,4761914,4762033,4762091,119,8,59,560.5,722.0,537.1,237.0,14.98,485.56416671743807
e159093,0,,4761914,4762265,4762298,351,22,34,545.4,254.6,497.2,353.9,3.49,110.37993477077252
e159093,0,,4761914,4762540,4762589,626,38,50,498.8,343.6,187.4,352.0,8.89,311.51327419549875
e159093,0,,4761914,4762820,4762910,906,55,91,192.6,348.1,993.6,414.8,22.63,803.7722874048346
e159093,0,,4761914,4763055,4763100,1141,69,46,987.3,422.7,1197.0,269.1,7.54,259.93662689201767
e159093,0,,4761914,4763378,4763431,1464,88,54,1193.8,272.4,1253.6,-17.9,9.08,296.3952260074375
e159093,0,,4761914,4763777,4763867,1863,112,91,1251.0,-14.4,2175.0,200.2,20.82,948.5932531912716
e159093,0,,4761914,4764175,4764271,2261,136,97,2144.4,218.9,880.5,253.3,28.52,1264.3680516368643
e159093,0,,4761914,4764416,4764469,2502,150,54,885.2,256.6,415.8,317.4,13.74,473.32124397706895
e159093,0,,4761914,4764712,4764786,2798,168,75,424.9,324.8,788.6,503.6,11.95,405.27414178553266
e159093,0,,4761914,4765054,4765125,3140,189,72,796.7,514.6,76.1,499.0,20.05,720.7688395040396
e159093,0,,4761914,4765270,4765321,3356,202,52,105.6,501.1,34.2,220.1,8.81,289.92923274481996
e159093,0,,4761914,4765808,4765894,3894,234,87,224.4,210.8,853.9,797.6,24.9,860.5838076561747
e159093,0,,4761914,4766033,4766085,4119,247,53,850.0,800.1,1209.1,509.6,12.95,461.89074465721865
e159093,0,,4761914,4766283,4766341,4369,262,59,1205.2,520.1,800.0,892.9,15.33,550.6059207818238
e159093,0,,4761914,4766494,4766567,4580,275,74,802.7,878.0,459.5,192.3,22.7,766.7924947467861
e159093,0,,4761914,4766730,4766818,4816,289,89,494.9,212.7,1260.2,167.6,21.45,766.6277453888556
e159093,0,,4761914,4766946,4766993,5032,302,48,1263.0,177.5,1244.7,-66.5,7.47,244.68528766560527
e159093,0,,4761914,4767164,4767227,5250,315,64,1256.2,-54.2,577.6,278.9,21.63,755.9454808384002
e159093,0,,4761914,4767469,4767501,5555,333,33,611.9,280.8,480.1,308.9,3.97,134.76219796367224
e159093,0,,4761914,4767694,4767724,5780,347,31,491.7,309.1,616.7,280.1,3.78,128.31991271817486
e159093,0,,4761914,4768044,4768084,6130,368,41,616.0,283.7,522.0,487.9,7.05,224.79688609942974
e159093,0,,4761914,4768476,4768535,6562,394,60,523.1,490.9,251.1,316.8,9.52,322.94706996658135
e159093,0,,4761914,4768727,4768776,6813,409,50,256.3,316.0,456.8,292.2,5.81,201.9076273943112
e159093,0,,4761914,4769073,4769092,7159,430,20,475.5,296.9,432.6,307.8,1.3,44.26307716370383
e159093,0,,4761914,4769427,4769467,7513,451,41,439.5,307.9,490.0,161.5,4.93,154.865134875478
e159093,0,,4761914,4769704,4769735,7790,467,32,517.8,162.4,472.3,266.8,3.62,113.88419556725154
e159093,0,,4761914,4770235,4770271,8321,499,37,508.1,260.8,569.2,192.8,2.84,91.41777726459992
e159093,0,,4761914,4770423,4770435,8509,511,13,583.1,193.5,585.1,166.8,0.87,26.774801586566415
e159093,0,,4761914,4770640,4770705,8726,524,66,594.7,169.7,648.6,660.4,15.39,493.6513952173132
e159093,0,,4761914,4770828,4770889,8914,535,62,648.3,651.5,554.4,243.4,13.02,418.7634415753123
e159093,0,,4761914,4771242,4771257,9328,560,16,551.9,252.3,538.1,273.7,0.8,25.463699652642738
e159093,0,,4761914,4771814,4771878,9900,594,65,524.4,277.1,581.4,869.3,17.83,594.9368369835573
e159093,0,,4761914,4772091,4772162,10177,611,72,595.1,862.5,535.5,170.5,20.88,694.5618474981187
e159093,0,,4761914,4772424,4772449,10510,630,26,552.1,183.3,519.6,268.7,2.92,91.37510601909032
e159093,0,,4761914,4772879,4772906,10965,658,28,527.2,278.1,565.3,236.5,1.75,56.41072593044691
e159093,0,,4761914,4773116,4773133,11202,672,18,572.5,225.1,599.2,190.4,1.37,43.783330161146964
e159093,0,,4761914,4773752,4773776,11838,710,25,599.6,185.6,546.5,247.7,2.54,81.70691525201525
e159093,0,,4761914,4774204,4774217,12290,737,14,545.9,261.7,566.5,284.0,0.94,30.35868903625454
e159093,0,,4761914,4774698,4774771,12784,767,74,561.8,288.8,1212.2,570.9,20.15,708.9432769975325
e159093,0,,4761914,4774993,4775058,13079,784,66,1185.6,572.2,1152.6,63.7,15.51,509.5696713894971
e159093,0,,4761914,4775190,4775259,13276,796,70,1167.1,77.2,520.9,200.5,18.74,657.8581382030627
e159093,0,,4761914,4775459,4775481,13545,812,23,541.8,204.3,594.1,181.1,1.71,57.21477082013008
e159093,0,,4761914,4775627,4775654,13713,822,28,588.8,181.8,538.1,266.3,3.11,98.54308702288554
e159093,0,,4761914,4776127,4776135,14213,852,9,542.1,272.8,551.6,264.9,0.38,12.355565547557932
e159093,0,,4761914,4776638,4776694,14724,883,57,551.2,276.0,165.1,317.1,11.11,388.2813670522963
e159093,0,,4761914,4776888,4776902,14974,898,15,176.2,313.2,208.5,313.0,0.9,32.300619189111536
e159093,0,,4761914,4777037,4777070,15123,907,34,204.2,313.3,65.4,359.0,4.07,146.1298395263609
e159093,0,,4761914,4777196,4777263,15282,917,68,69.2,363.7,570.4,208.2,14.95,524.768225028917
e159093,0,,4761914,4777479,4777504,15565,933,26,579.7,209.2,539.9,263.6,2.11,67.40474760727176
e159093,0,,4761914,4777887,4777899,15973,958,13,544.7,262.0,570.5,262.2,0.76,25.80077518215291
e159093,0,,4761914,4778113,4778147,16199,971,35,568.5,260.9,581.1,173.2,2.86,88.60050789922143
e159093,0,,4761914,4778457,4778538,16543,992,82,586.1,180.8,1264.4,259.1,19.19,682.8043497225249
e159093,0,,4761914,4778815,4778848,16901,1014,34,1252.4,262.2,1202.2,376.4,3.77,124.74646287570643
e159093,0,,4761914,4779096,4779153,17182,1030,58,1204.1,371.8,908.5,302.5,8.54,303.61464062195677
e159093,0,,4761914,4779355,4779395,17441,1046,41,928.2,308.1,746.0,542.1,9.04,296.5684406675802
e159093,0,,4761914,4779592,4779617,17678,1060,26,756.2,561.8,812.9,530.8,1.89,64.62112657637587
e159093,0,,4761914,4779739,4779802,17825,1069,64,806.2,532.1,1216.1,691.5,12.2,439.80264892335504
e159093,0,,4761914,4779997,4780077,18083,1084,81,1222.6,689.9,911.9,76.7,20.45,687.421799188824
e159093,0,,4761914,4780396,4780464,18482,1108,69,925.0,73.8,294.3,145.2,18.24,634.7286428073024
e159093,0,,4761914,4780616,4780654,18702,1121,39,311.8,148.8,136.9,306.3,6.99,235.36410091600632
e159093,0,,4761914,4780886,4780909,18972,1138,24,143.5,321.9,216.1,313.2,2.04,73.11942286424312
e159093,0,,4761914,4781097,4781130,19183,1150,34,212.4,313.8,78.8,359.4,3.95,141.1677016884528
e159093,0,,4761914,4781327,4781390,19413,1164,64,85.1,360.4,560.0,201.3,14.32,500.84211084931746
e159093,0,,4761914,4781538,4781558,19624,1177,21,570.5,207.0,616.4,172.5,1.75,57.42003134795381
e159093,0,,4761914,4781842,4781853,19928,1195,12,621.5,177.6,619.3,194.6,0.55,17.141761869772903
e159093,0,,4761914,4782976,4782993,21062,1263,18,623.6,192.7,623.0,232.9,1.3,40.20447736260231
e159093,0,,4761914,4783282,4783296,21368,1281,15,618.0,238.4,585.5,243.2,0.97,32.852549368351916
e159093,0,,4761914,4783759,4783782,21845,1310,24,587.8,244.6,516.2,295.4,2.66,87.79066009547931
e159093,0,,4761914,4784203,4784240,22289,1337,38,514.3,303.6,347.0,324.4,4.9,168.58804821220272
e159093,0,,4761914,4784466,4784535,22552,1352,70,357.8,328.9,854.8,320.0,14.39,497.0796817412676
e159093,0,,4761914,4784697,4784723,22783,1366,27,857.3,321.7,937.7,316.7,2.33,80.55532260502726
e159093,0,,4761914,4785229,4785288,23315,1398,60,923.5,316.4,454.5,292.9,13.61,469.58838358715815
e159093,0,,4761914,4785566,4785598,23652,1418,33,468.5,301.0,357.6,319.5,3.27,112.43246862005653
