subject,trial,movie,frame_start_ms,start_time_ms,end_time_ms,ms_video,calc_frame,duration_ms,start_x_px,start_y_px,end_x_px,end_y_px,amp_deg,amp_px
e159055,0,,1447725,1447948,1447988,223,14,41,628.6,381.5,874.0,419.9,7.24,248.38623150247275
e159055,0,,1447725,1448181,1448206,456,28,26,880.6,418.8,786.0,448.4,2.89,99.12275218132314
e159055,0,,1447725,1448561,1448914,836,51,354,641.1,475.9,197.2,498.0,12.59,444.44979469001896
e159055,0,,1447725,1449132,1449148,1407,85,17,206.3,503.9,165.3,490.8,1.2,43.0419562752438
e159055,0,,1447725,1449871,1449932,2146,129,62,140.0,493.3,809.2,493.0,18.77,669.2000672444677
e159055,0,,1447725,1450123,1450135,2398,144,13,777.7,493.3,773.4,470.0,0.74,23.69345901298502
e159055,0,,1447725,1450367,1450414,2642,159,48,776.4,468.0,1165.0,385.5,11.23,397.26088405479845
e159055,0,,1447725,1450676,1450718,2951,177,43,1154.9,394.6,817.7,401.3,9.5,337.2665563022815
e159055,0,,1447725,1450903,1450926,3178,191,24,822.6,404.0,773.1,455.8,2.18,71.64837751128773
e159055,0,,1447725,1451156,1451197,3431,206,42,769.7,453.8,539.0,322.1,7.92,265.6452145249374
e159055,0,,1447725,1451361,1451409,3636,218,49,598.7,302.4,871.4,93.2,10.43,343.70034914151597
e159055,0,,1447725,1451558,1451594,3833,230,37,874.7,111.9,903.0,-36.8,4.8,151.36901928730327
e159055,0,,1447725,1451823,1451835,4098,246,13,909.0,-38.1,901.6,-59.3,0.7,22.454398232862967
e159055,0,,1447725,1452127,1452175,4402,264,49,894.5,-65.8,1139.3,321.1,13.93,457.8412934631388
e159055,0,,1447725,1452303,1452323,4578,275,21,1144.7,336.9,1203.5,350.7,1.66,60.39768207472862
e159055,0,,1447725,1452499,1452510,4774,287,12,1212.7,356.7,1233.8,352.1,0.59,21.59560140398956
e159055,0,,1447725,1452825,1452832,5100,306,8,1239.8,356.9,1247.1,349.7,0.29,10.253292154230229
e159055,0,,1447725,1453244,1453275,5519,331,32,1251.5,351.6,1102.4,348.4,4.06,149.13433541609382
e159055,0,,1447725,1453437,1453466,5712,343,30,1080.9,348.6,1204.4,351.1,3.4,123.52530105205167
e159055,0,,1447725,1453736,1453749,6011,361,14,1201.6,353.5,1174.0,352.6,0.75,27.614670014323817
e159055,0,,1447725,1453894,1453962,6169,370,69,1166.6,349.7,401.7,326.5,21.53,765.2517559600891
e159055,0,,1447725,1454209,1454214,6484,389,6,420.5,334.3,422.0,341.2,0.22,7.06116137756387
e159055,0,,1447725,1454426,1454633,6701,402,208,422.5,339.6,433.8,338.4,0.33,11.363538181394048
e159055,0,,1447725,1454726,1454757,7001,420,32,440.2,342.7,478.1,459.0,3.85,122.31966317808435
e159055,0,,1447725,1455341,1455351,7616,457,11,464.3,461.1,445.3,462.7,0.55,19.06724940834414
e159055,0,,1447725,1455525,1455568,7800,468,44,435.1,461.2,152.0,595.5,8.91,313.3402304205447
e159055,0,,1447725,1455889,1455910,8164,490,22,174.6,592.2,234.8,592.3,1.65,60.20008305642113
e159055,0,,1447725,1456408,1456427,8683,521,20,321.9,589.6,379.0,589.0,1.61,57.10315227726051
e159055,0,,1447725,1456810,1457778,9085,545,969,321.9,589.6,379.0,589.0,1.62,57.10315227726051
e159055,0,,1447725,1457813,1457860,10088,605,48,348.6,572.8,349.4,574.7,0.06,2.0615528128088965
e159055,0,,1447725,1457896,1457980,10171,610,85,346.9,575.4,149.8,519.5,5.73,204.87366839103552
e159055,0,,1447725,1458135,1458150,10410,624,16,146.2,520.2,146.6,488.4,0.97,31.802515623767945
e159055,0,,1447725,1458486,1458507,10761,646,22,133.2,488.8,128.6,544.4,1.69,55.7899632550515
e159055,0,,1447725,1459040,1459058,11315,679,19,144.1,557.4,188.6,577.0,1.35,48.625199228383636
e159055,0,,1447725,1459247,1459596,11522,691,350,235.6,574.8,346.6,484.7,4.16,142.9650656629094
e159055,0,,1447725,1459815,1461086,12090,725,1272,235.6,574.8,346.6,484.7,4.2,142.9650656629094
e159055,0,,1447725,1461133,1461147,13408,804,15,369.1,379.9,370.8,350.4,0.94,29.548942451465162
e159055,0,,1447725,1461650,1461688,13925,835,39,371.5,362.1,331.0,593.4,7.26,234.81895153500702
e159055,0,,1447725,1461943,1462009,14218,853,67,347.9,588.2,378.0,351.2,7.41,238.90376723693586
e159055,0,,1447725,1462221,1462227,14496,869,7,376.4,353.6,372.2,346.8,0.25,7.9924964810752375
e159055,0,,1447725,1462954,1463198,15229,913,245,342.0,315.0,136.4,478.7,7.69,262.8099122940381
e159055,0,,1447725,1463323,1464160,15598,935,838,139.0,460.2,211.1,592.2,4.46,150.40747986719282
e159055,0,,1447725,1464300,1464304,16575,994,5,211.8,589.5,217.8,599.6,0.35,11.74776574502575
e159055,0,,1447725,1464448,1464596,16723,1003,149,219.2,595.0,220.5,591.0,0.13,4.205948168962622
e159055,0,,1447725,1464786,1464813,17061,1023,28,820.4,537.5,880.6,486.1,2.35,79.15806970865323
e159055,0,,1447725,1464979,1465376,17254,1035,398,820.4,537.5,880.6,486.1,2.36,79.15806970865323
e159055,0,,1447725,1465500,1465510,17775,1066,11,928.5,447.0,911.3,443.0,0.51,17.658992043715337
e159055,0,,1447725,1465740,1465773,18015,1080,34,908.9,437.2,772.2,454.4,3.98,137.77782840500856
e159055,0,,1447725,1466166,1466216,18441,1106,51,785.9,454.7,351.5,625.7,13.45,466.84511350125536
e159055,0,,1447725,1466443,1466479,18718,1122,37,350.6,633.1,190.5,553.7,5.04,178.70749844368592
