subject,trial,movie,frame_start_ms,start_time_ms,end_time_ms,ms_video,calc_frame,duration_ms,x_px,y_px
e159047,0,,,1189130,1189140,,,11,648.8,271.4
e159047,0,,1189155.0,1189163,1189377,8.0,1.0,215,637.2,347.9
e159047,0,,1189155.0,1189414,1189757,259.0,16.0,344,798.1,465.4
e159047,0,,1189155.0,1189790,1189989,635.0,39.0,200,719.8,507.6
e159047,0,,1189155.0,1190050,1190318,895.0,54.0,269,242.0,554.9
e159047,0,,1189155.0,1190343,1190511,1188.0,72.0,169,154.2,532.7
e159047,0,,1189155.0,1190579,1190987,1424.0,86.0,409,811.2,469.6
e159047,0,,1189155.0,1191028,1191406,1873.0,113.0,379,645.9,500.7
e159047,0,,1189155.0,1191686,1191708,2531.0,152.0,23,671.7,340.6
e159047,0,,1189155.0,1191749,1192342,2594.0,156.0,594,662.2,481.2
e159047,0,,1189155.0,1192388,1192714,3233.0,194.0,327,463.9,368.9
e159047,0,,1189155.0,1192774,1192980,3619.0,217.0,207,289.7,559.4
e159047,0,,1189155.0,1192999,1193154,3844.0,231.0,156,253.3,549.1
e159047,0,,1189155.0,1193211,1193768,4056.0,244.0,558,579.8,310.5
e159047,0,,1189155.0,1193790,1194216,4635.0,278.0,427,469.4,319.8
e159047,0,,1189155.0,1194232,1194538,5077.0,305.0,307,408.2,337.8
e159047,0,,1189155.0,1194556,1194888,5401.0,324.0,333,348.2,346.7
e159047,0,,1189155.0,1194898,1195768,5743.0,345.0,871,380.9,323.5
e159047,0,,1189155.0,1195829,1196037,6674.0,401.0,209,327.1,616.1
e159047,0,,1189155.0,1196211,1196290,7056.0,423.0,80,352.2,511.2
e159047,0,,1189155.0,1196346,1196556,7191.0,432.0,211,333.7,495.9
e159047,0,,1189155.0,1196593,1196837,7438.0,446.0,245,312.3,624.2
e159047,0,,1189155.0,1196873,1197589,7718.0,463.0,717,182.7,594.8
e159047,0,,1189155.0,1197613,1197912,8458.0,507.0,300,319.6,593.2
e159047,0,,1189155.0,1197932,1198238,8777.0,527.0,307,383.3,578.1
e159047,0,,1189155.0,1198261,1199297,9106.0,546.0,1037,335.5,610.9
e159047,0,,1189155.0,1199560,1199657,10405.0,624.0,98,384.9,308.5
e159047,0,,1189155.0,1199667,1200561,10512.0,631.0,895,372.8,318.2
e159047,0,,1189155.0,1200612,1201160,11457.0,687.0,549,315.4,557.6
e159047,0,,1189155.0,1201182,1201680,12027.0,721.0,499,339.9,631.4
e159047,0,,1189155.0,1201742,1202103,12587.0,755.0,362,375.9,336.4
e159047,0,,1189155.0,1202155,1202657,13000.0,780.0,503,141.8,513.4
e159047,0,,1189155.0,1202679,1203050,13524.0,811.0,372,197.7,546.6
e159047,0,,1189155.0,1203295,1203338,14140.0,848.0,44,375.9,479.6
e159047,0,,1189155.0,1203422,1203811,14267.0,856.0,390,361.4,492.5
e159047,0,,1189155.0,1203865,1204201,14710.0,882.0,337,346.4,330.6
e159047,0,,1189155.0,1204209,1204447,15054.0,903.0,239,353.3,324.6
e159047,0,,1189155.0,1204489,1205029,15334.0,920.0,541,423.4,451.3
e159047,0,,1189155.0,1205063,1205246,15908.0,954.0,184,348.6,556.8
e159047,0,,1189155.0,1205266,1205948,16111.0,966.0,683,354.1,599.1
e159047,0,,1189155.0,1205958,1206343,16803.0,1008.0,386,343.7,607.4
e159047,0,,1189155.0,1206675,1206705,17520.0,1051.0,31,359.2,460.6
e159047,0,,1189155.0,1206728,1206789,17573.0,1054.0,62,361.2,458.6
e159047,0,,1189155.0,1206864,1207042,17709.0,1062.0,179,339.9,488.9
e159047,0,,1189155.0,1207115,1207362,17960.0,1077.0,248,209.6,513.2
e159047,0,,1189155.0,1207386,1207655,18231.0,1093.0,270,270.7,507.3
e159047,0,,1189155.0,1207687,1207987,18532.0,1111.0,301,340.7,612.6
e159047,0,,1189155.0,1208000,1208248,18845.0,1130.0,249,346.2,629.2
e159047,0,,1189155.0,1208297,1208596,19142.0,1148.0,300,332.0,348.8
e159047,0,,1189155.0,1208611,1209262,19456.0,1167.0,652,334.0,318.3
e159047,0,,1189155.0,1210017,1210152,20862.0,1251.0,136,137.3,533.4
e159047,0,,1189155.0,1210172,1210384,21017.0,1260.0,213,132.8,589.1
e159047,0,,1189155.0,1210436,1210651,21281.0,1276.0,216,461.7,285.6
e159047,0,,1189155.0,1210705,1210917,21550.0,1292.0,213,754.7,417.2
e159047,0,,1189155.0,1210960,1211159,21805.0,1307.0,200,882.8,539.2
e159047,0,,1189155.0,1211213,1211414,22058.0,1323.0,202,674.1,333.8
e159047,0,,1189155.0,1211466,1211821,22311.0,1338.0,356,950.9,526.0
e159047,0,,1189155.0,1211844,1213083,22689.0,1360.0,1240,997.4,557.9
e159047,0,,1189155.0,1213138,1213548,23983.0,1438.0,411,786.3,311.8
e159047,0,,1189155.0,1213594,1214113,24439.0,1465.0,520,734.8,448.4
e159047,0,,1189155.0,1214161,1214517,25006.0,1499.0,357,717.3,303.5
e159047,0,,1189155.0,1214540,1214787,25385.0,1522.0,248,624.8,324.8
e159047,0,,1189155.0,1215005,1215031,25850.0,1550.0,27,518.6,302.8
e159047,0,,1189155.0,1215049,1215079,25894.0,1553.0,31,508.2,312.0
e159047,0,,1189155.0,1215154,1215284,25999.0,1559.0,131,382.0,494.3
e159047,0,,1189155.0,1215310,1215638,26155.0,1568.0,329,279.1,553.1
e159047,0,,1189155.0,1215657,1216576,26502.0,1589.0,920,230.0,580.4
e159047,0,,1189155.0,1216905,1216930,27750.0,1664.0,26,220.7,551.6
e159047,0,,1189155.0,1216950,1218356,27795.0,1667.0,1407,227.9,562.0
e159047,0,,1189155.0,1218605,1218636,29450.0,1766.0,32,273.1,464.7
e159047,0,,1189155.0,1218708,1218810,29553.0,1772.0,103,254.9,443.1
e159047,0,,1189155.0,1218916,1219264,29761.0,1784.0,349,861.7,320.6
e159047,0,,1189155.0,1219287,1219683,30132.0,1807.0,397,706.2,292.5
e159047,0,,1189155.0,1219697,1220346,30542.0,1831.0,650,564.9,299.8
e159047,0,,1189155.0,1220387,1220851,31232.0,1873.0,465,378.2,464.6
e159047,0,,1189155.0,1220868,1221269,31713.0,1901.0,402,298.9,501.3
e159047,0,,1189155.0,1221286,1221988,32131.0,1926.0,703,239.7,508.3
e159047,0,,1189155.0,1222036,1222558,32881.0,1971.0,523,325.2,324.2
e159047,0,,1189155.0,1222758,1222897,33603.0,2015.0,140,322.3,427.9
e159047,0,,1189155.0,1222944,1222989,33789.0,2026.0,46,304.5,419.9
e159047,0,,1189155.0,1223008,1223087,33853.0,2030.0,80,292.5,455.5
e159047,0,,1189155.0,1223107,1223169,33952.0,2036.0,63,283.7,520.2
e159047,0,,1189155.0,1223189,1223942,34034.0,2041.0,754,302.7,485.0
e159047,0,,1189155.0,1223953,1224552,34798.0,2086.0,600,301.4,479.1
e159047,0,,1189155.0,1224812,1224926,35657.0,2138.0,115,350.0,371.8
e159047,0,,1189155.0,1224989,1225064,35834.0,2148.0,76,327.2,409.4
e159047,0,,1189155.0,1225082,1225496,35927.0,2154.0,415,320.4,477.3
e159047,0,,1189155.0,1225504,1225975,36349.0,2179.0,472,310.3,484.4
e159047,0,,1189155.0,1225983,1226767,36828.0,2208.0,785,304.6,485.5
e159047,0,,1189155.0,1226819,1226964,37664.0,2258.0,146,348.3,288.0
e159047,0,,1189155.0,1226975,1227492,37820.0,2267.0,518,342.8,311.1
e159047,0,,1189155.0,1227508,1227774,38353.0,2299.0,267,340.1,343.7
e159047,0,,1189155.0,1227846,1228026,38691.0,2320.0,181,965.0,540.7
e159047,0,,1189155.0,1228042,1228283,38887.0,2331.0,242,963.3,575.8
e159047,0,,1189155.0,1228482,1228570,39327.0,2358.0,89,327.4,390.0
e159047,0,,1189155.0,1228645,1228772,39490.0,2368.0,128,306.4,423.0
e159047,0,,1189155.0,1228800,1228835,39645.0,2377.0,36,266.4,496.9
e159047,0,,1189155.0,1228873,1229031,39718.0,2381.0,159,252.5,567.9
e159047,0,,1189155.0,1229058,1230053,39903.0,2392.0,996,303.9,488.5
e159047,0,,1189155.0,1230087,1230469,40932.0,2454.0,383,176.3,517.5
e159047,0,,1189155.0,1230497,1230717,41342.0,2479.0,221,293.4,469.3
e159047,0,,1189155.0,1230934,1231037,41779.0,2505.0,104,332.0,360.9
e159047,0,,1189155.0,1231083,1231263,41928.0,2514.0,181,306.8,396.5
e159047,0,,1189155.0,1231281,1231795,42126.0,2526.0,515,306.4,462.8
e159047,0,,1189155.0,1231845,1234256,42690.0,2559.0,2412,336.2,328.4
e159047,0,,1189155.0,1234301,1234921,45146.0,2707.0,621,313.6,467.9
e159047,0,,1189155.0,1235091,1235204,45936.0,2754.0,114,349.2,373.0
e159047,0,,1189155.0,1235244,1235405,46089.0,2763.0,162,324.4,408.3
e159047,0,,1189155.0,1235423,1235671,46268.0,2774.0,249,320.9,471.5
e159047,0,,1189155.0,1235688,1235922,46533.0,2790.0,235,354.9,485.2
e159047,0,,1189155.0,1235935,1236539,46780.0,2804.0,605,356.9,479.0
e159047,0,,1189155.0,1236549,1237310,47394.0,2841.0,762,364.8,473.1
e159047,0,,1189155.0,1237355,1237867,48200.0,2890.0,513,424.5,323.4
e159047,0,,1189155.0,1237890,1238109,48735.0,2922.0,220,418.0,357.0
e159047,0,,1189155.0,1238132,1238282,48977.0,2936.0,151,422.7,316.9
e159047,0,,1189155.0,1238336,1238535,49181.0,2948.0,200,780.0,383.0
e159047,0,,1189155.0,1238591,1238800,49436.0,2964.0,210,419.4,346.8
e159047,0,,1189155.0,1238815,1238987,49660.0,2977.0,173,397.3,332.4
e159047,0,,1189155.0,1239063,1239184,49908.0,2992.0,122,1151.9,428.0
e159047,0,,1189155.0,1239222,1239505,50067.0,3002.0,284,1207.6,338.8
e159047,0,,1189155.0,1239524,1239785,50369.0,3020.0,262,1161.4,331.8
e159047,0,,1189155.0,1239799,1239933,50644.0,3036.0,135,1167.4,362.7
e159047,0,,1189155.0,1240018,1240435,50863.0,3049.0,418,362.0,374.4
e159047,0,,1189155.0,1240461,1240694,51306.0,3076.0,234,349.9,460.8
e159047,0,,1189155.0,1240707,1241124,51552.0,3091.0,418,344.0,477.0
e159047,0,,1189155.0,1241306,1241404,52151.0,3126.0,99,396.8,373.1
e159047,0,,1189155.0,1241440,1241497,52285.0,3134.0,58,373.2,397.9
e159047,0,,1189155.0,1241535,1242958,52380.0,3140.0,1424,355.2,480.4
e159047,0,,1189155.0,1242965,1244413,53810.0,3226.0,1449,359.6,471.1
e159047,0,,1189155.0,1244662,1244707,55507.0,3328.0,46,376.8,372.2
e159047,0,,1189155.0,1244727,1244856,55572.0,3331.0,130,391.4,365.4
e159047,0,,1189155.0,1244891,1245043,55736.0,3341.0,153,365.3,403.9
e159047,0,,1189155.0,1245069,1245747,55914.0,3352.0,679,366.5,470.0
e159047,0,,1189155.0,1245754,1246429,56599.0,3393.0,676,359.5,469.1
e159047,0,,1189155.0,1246440,1246894,57285.0,3434.0,455,376.9,457.0
e159047,0,,1189155.0,1246902,1247461,57747.0,3462.0,560,366.5,452.6
e159047,0,,1189155.0,1247542,1247563,58387.0,3500.0,22,380.4,446.8
e159047,0,,1189155.0,1247655,1247730,58500.0,3507.0,76,386.9,445.2
e159047,0,,1189155.0,1247841,1248206,58686.0,3518.0,366,384.4,392.3
e159047,0,,1189155.0,1248243,1250726,59088.0,3542.0,2484,365.1,453.9
e159047,0,,1189155.0,1250969,1251010,61814.0,3706.0,42,378.3,374.5
e159047,0,,1189155.0,1251034,1251097,61879.0,3710.0,64,396.0,342.0
e159047,0,,1189155.0,1251109,1251177,61954.0,3714.0,69,386.6,369.1
e159047,0,,1189155.0,1251199,1251412,62044.0,3719.0,214,362.2,395.0
e159047,0,,1189155.0,1251431,1252457,62276.0,3733.0,1027,365.9,465.6
e159047,0,,1189155.0,1252465,1252777,63310.0,3795.0,313,368.9,450.0
e159047,0,,1189155.0,1252791,1252965,63636.0,3815.0,175,337.7,456.1
e159047,0,,1189155.0,1252986,1253151,63831.0,3827.0,166,280.4,500.5
e159047,0,,1189155.0,1253309,1253354,64154.0,3846.0,46,246.8,491.2
e159047,0,,1189155.0,1253376,1253560,64221.0,3850.0,185,247.1,487.3
e159047,0,,1189155.0,1253569,1253797,64414.0,3861.0,229,233.7,497.0
