subject,trial,movie,frame_start_ms,start_time_ms,end_time_ms,ms_video,calc_frame,duration_ms,x_px,y_px
e159040,0,,644452,644422,644678,-30,-1,257,645.5,360.7
e159040,0,,644452,644715,645522,263,16,808,487.6,472.5
e159040,0,,644452,645711,645863,1259,76,153,539.7,428.3
e159040,0,,644452,645911,646146,1459,88,236,932.2,475.9
e159040,0,,644452,646181,646376,1729,104,196,1141.3,514.4
e159040,0,,644452,646419,646749,1967,118,331,916.5,421.3
e159040,0,,644452,646768,647037,2316,139,270,910.7,383.4
e159040,0,,644452,647094,647682,2642,159,589,452.5,408.8
e159040,0,,644452,647733,648110,3281,197,378,48.3,461.6
e159040,0,,644452,648151,648253,3699,222,103,60.0,288.0
e159040,0,,644452,648422,650028,3970,238,1607,76.1,349.7
e159040,0,,644452,650196,651184,5744,345,989,35.5,352.2
e159040,0,,644452,651221,651577,6769,406,357,76.7,210.5
e159040,0,,644452,651586,652022,7134,428,437,149.9,194.5
e159040,0,,644452,652041,652977,7589,455,937,472.9,196.9
e159040,0,,644452,652992,653548,8540,512,557,787.3,214.4
e159040,0,,644452,653568,654007,9116,547,440,849.8,182.1
e159040,0,,644452,654027,654328,9575,574,302,914.1,212.0
e159040,0,,644452,654483,654801,10031,602,319,981.3,243.7
e159040,0,,644452,654835,655085,10383,623,251,970.3,382.4
e159040,0,,644452,655127,656014,10675,640,888,918.7,216.1
e159040,0,,644452,656025,656578,11573,694,554,815.5,273.4
e159040,0,,644452,656602,656967,12150,729,366,734.9,415.0
e159040,0,,644452,656986,658809,12534,752,1824,794.8,491.4
e159040,0,,644452,658846,659978,14394,863,1133,823.0,479.4
e159040,0,,644452,659996,661193,15544,932,1198,727.5,383.3
e159040,0,,644452,661208,661503,16756,1005,296,697.4,387.9
e159040,0,,644452,661518,662633,17066,1023,1116,715.7,386.8
e159040,0,,644452,662674,663282,18222,1093,609,731.5,219.9
e159040,0,,644452,663456,664148,19004,1140,693,699.2,417.3
e159040,0,,644452,664178,664660,19726,1183,483,606.8,452.6
e159040,0,,644452,664687,666188,20235,1213,1502,687.0,370.4
e159040,0,,644452,666347,668214,21895,1313,1868,693.8,407.0
e159040,0,,644452,668241,668560,23789,1426,320,606.3,430.5
e159040,0,,644452,668585,668760,24133,1447,176,644.6,474.5
e159040,0,,644452,668809,669057,24357,1460,249,692.6,203.2
e159040,0,,644452,669072,669482,24620,1476,411,736.4,231.0
e159040,0,,644452,669663,670094,25211,1512,432,817.2,238.2
e159040,0,,644452,670113,670621,25661,1539,509,930.2,225.1
e159040,0,,644452,670668,671149,26216,1572,482,932.2,483.4
e159040,0,,644452,671192,671484,26740,1603,293,871.3,358.2
e159040,0,,644452,671524,671748,27072,1623,225,844.0,182.8
e159040,0,,644452,671758,672120,27306,1637,363,818.1,205.4
e159040,0,,644452,672128,672381,27676,1659,254,798.5,203.2
e159040,0,,644452,672537,672782,28085,1684,246,805.4,209.5
e159040,0,,644452,672798,673706,28346,1700,909,891.5,213.4
e159040,0,,644452,673748,674280,29296,1757,533,825.0,424.1
e159040,0,,644452,674310,674595,29858,1790,286,682.6,475.0
e159040,0,,644452,674621,675262,30169,1809,642,681.6,402.3
e159040,0,,644452,675285,676089,30833,1849,805,751.6,381.8
e159040,0,,644452,676112,676776,31660,1898,665,664.4,435.1
e159040,0,,644452,676799,677029,32347,1939,231,660.8,504.5
e159040,0,,644452,677063,677459,32611,1955,397,513.8,512.9
e159040,0,,644452,677491,677929,33039,1981,439,650.9,442.0
e159040,0,,644452,677953,678613,33501,2009,661,722.0,383.5
e159040,0,,644452,678632,678803,34180,2049,172,778.0,404.4
e159040,0,,644452,678963,679248,34511,2069,286,757.1,391.3
e159040,0,,644452,679264,680150,34812,2087,887,798.3,367.7
e159040,0,,644452,680179,680414,35727,2142,236,711.0,350.3
e159040,0,,644452,680450,681428,35998,2158,979,901.1,386.7
e159040,0,,644452,681589,682068,37137,2226,480,950.3,215.4
e159040,0,,644452,682285,683066,37833,2268,782,864.1,406.0
e159040,0,,644452,683105,683604,38653,2317,500,544.8,481.1
e159040,0,,644452,683638,684517,39186,2349,880,686.5,477.1
e159040,0,,644452,684544,685489,40092,2404,946,787.6,390.1
e159040,0,,644452,685513,686266,41061,2462,754,941.4,464.8
e159040,0,,644452,686454,687109,42002,2518,656,950.2,457.7
e159040,0,,644452,687160,687528,42708,2560,369,990.8,221.8
e159040,0,,644452,687760,687985,43308,2596,226,972.4,437.3
e159040,0,,644452,688002,688798,43550,2611,797,1002.5,463.3
e159040,0,,644452,688815,689221,44363,2660,407,964.5,479.4
e159040,0,,644452,689238,689914,44786,2685,677,955.8,424.7
e159040,0,,644452,690133,691272,45681,2739,1140,537.0,491.8
e159040,0,,644452,691298,692012,46846,2808,715,643.1,487.3
e159040,0,,644452,692219,693179,47767,2864,961,866.0,467.4
e159040,0,,644452,693193,693430,48741,2922,238,926.1,454.8
e159040,0,,644452,693657,693909,49205,2950,253,923.0,438.6
e159040,0,,644452,693957,694301,49505,2968,345,955.0,211.6
e159040,0,,644452,694512,695584,50060,3001,1073,931.6,467.1
