subject,trial,movie,frame_start_ms,start_time_ms,end_time_ms,ms_video,calc_frame,duration_ms,x_px,y_px
e159031,0,,520968,520939,521018,-29,-1,80,636.6,361.0
e159031,0,,520968,521072,521173,104,7,102,413.7,220.1
e159031,0,,520968,521227,521350,259,16,124,822.3,406.7
e159031,0,,520968,521373,521924,405,25,552,800.4,452.6
e159031,0,,520968,521992,522210,1024,62,219,175.8,538.0
e159031,0,,520968,522396,522498,1428,86,103,181.0,487.8
e159031,0,,520968,522520,522795,1552,94,276,122.1,497.6
e159031,0,,520968,522865,523219,1897,114,355,834.8,468.3
e159031,0,,520968,523240,523425,2272,137,186,800.7,439.1
e159031,0,,520968,523476,523826,2508,151,351,1171.1,375.6
e159031,0,,520968,523884,523969,2916,175,86,750.9,432.3
e159031,0,,520968,524031,524262,3063,184,232,362.3,234.8
e159031,0,,520968,524420,524810,3452,207,391,582.4,334.7
e159031,0,,520968,524837,525100,3869,232,264,599.8,304.0
e159031,0,,520968,525161,525344,4193,252,184,205.5,569.4
e159031,0,,520968,525564,525795,4596,276,232,228.4,477.5
e159031,0,,520968,525824,525965,4856,292,142,139.8,475.4
e159031,0,,520968,526015,526219,5047,303,205,402.2,284.2
e159031,0,,520968,526273,526525,5305,318,253,227.4,604.4
e159031,0,,520968,526551,527078,5583,335,528,328.6,629.3
e159031,0,,520968,527141,528315,6173,371,1175,419.1,304.7
e159031,0,,520968,528374,528510,7406,444,137,268.4,596.2
e159031,0,,520968,528539,528878,7571,454,340,168.5,552.1
e159031,0,,520968,528899,529115,7931,476,217,192.6,589.3
e159031,0,,520968,529138,529640,8170,490,503,332.4,597.7
e159031,0,,520968,529659,530317,8691,521,659,401.4,561.5
e159031,0,,520968,530335,531464,9367,562,1130,362.3,604.2
e159031,0,,520968,531504,531805,10536,632,302,161.6,551.6
e159031,0,,520968,531829,532806,10861,652,978,221.5,580.9
e159031,0,,520968,532823,534109,11855,711,1287,360.5,644.5
e159031,0,,520968,534153,534380,13185,791,228,167.2,534.1
e159031,0,,520968,534408,535717,13440,806,1310,336.4,577.5
e159031,0,,520968,535755,535925,14787,887,171,216.8,532.1
e159031,0,,520968,535944,536162,14976,898,219,173.1,549.4
e159031,0,,520968,536196,536337,15228,913,142,94.3,618.4
e159031,0,,520968,536353,536494,15385,923,142,133.2,593.2
e159031,0,,520968,536511,536958,15543,932,448,281.6,565.4
e159031,0,,520968,536980,537657,16012,960,678,362.8,621.3
e159031,0,,520968,537672,538153,16704,1002,482,338.3,620.0
e159031,0,,520968,538194,538558,17226,1033,365,155.3,533.6
e159031,0,,520968,538581,539137,17613,1056,557,231.8,539.0
e159031,0,,520968,539164,539396,18196,1091,233,323.7,527.3
e159031,0,,520968,539440,539607,18472,1108,168,375.2,366.6
e159031,0,,520968,539661,540499,18693,1121,839,359.2,621.5
e159031,0,,520968,540541,541164,19573,1174,624,122.0,592.6
e159031,0,,520968,541200,541380,20232,1213,181,253.5,526.8
e159031,0,,520968,541428,542553,20460,1227,1126,397.9,330.3
e159031,0,,520968,542604,542926,21636,1297,323,863.3,508.2
e159031,0,,520968,542960,543330,21992,1319,371,916.4,606.6
e159031,0,,520968,543351,543625,22383,1342,275,980.4,590.1
e159031,0,,520968,543646,545144,22678,1360,1499,1018.1,561.5
e159031,0,,520968,545172,545382,24204,1451,211,944.2,462.7
e159031,0,,520968,545405,546012,24437,1465,608,1007.1,460.7
e159031,0,,520968,546056,546257,25088,1504,202,743.0,321.1
e159031,0,,520968,546278,546562,25310,1518,285,653.9,338.4
e159031,0,,520968,546608,546899,25640,1537,292,559.6,548.8
e159031,0,,520968,546916,547116,25948,1556,201,409.0,568.2
e159031,0,,520968,547181,547550,26213,1572,370,959.6,611.2
e159031,0,,520968,547624,548001,26656,1598,378,252.1,620.9
