subject,trial,movie,frame_start_ms,start_time_ms,end_time_ms,ms_video,calc_frame,duration_ms,start_x_px,start_y_px,end_x_px,end_y_px,amp_deg,amp_px
e159044,0,,733017,733252,733472,235,15,221,642.6,365.8,576.5,568.0,6.63,212.72999318384797
e159044,0,,733017,733647,733675,630,38,29,560.5,452.7,463.4,475.6,2.91,99.76382109763041
e159044,0,,733017,734076,734146,1059,64,71,475.2,479.6,913.0,446.6,12.62,439.041956992723
e159044,0,,733017,734508,734536,1491,90,29,924.2,444.6,1036.7,403.1,3.44,119.9103832034574
e159044,0,,733017,734681,734902,1664,100,222,1045.5,392.3,1071.0,563.6,5.31,173.18758616020955
e159044,0,,733017,735002,735039,1985,119,38,1046.9,436.4,1220.8,424.9,4.78,174.2798324534424
e159044,0,,733017,735417,735496,2400,144,80,1196.8,409.2,613.4,507.5,16.6,591.623571200472
e159044,0,,733017,735700,735731,2683,161,32,592.5,507.9,460.0,521.2,3.85,133.1658364596566
e159044,0,,733017,735953,736011,2936,176,59,462.9,521.7,186.4,451.3,8.1,285.3215904904499
e159044,0,,733017,736226,736281,3209,193,56,177.8,449.4,36.0,318.3,5.58,193.1177102184054
e159044,0,,733017,736646,736692,3629,218,47,38.5,317.0,308.8,512.3,9.57,333.4729074452676
e159044,0,,733017,736895,736965,3878,233,71,311.1,515.1,769.9,506.5,13.09,458.8805944905493
e159044,0,,733017,737195,737244,4178,251,50,788.8,510.2,930.3,446.6,4.52,155.13610153668293
e159044,0,,733017,737482,737517,4465,268,36,932.5,442.4,1064.1,402.2,3.92,137.6030522917278
e159044,0,,733017,737786,737825,4769,286,40,1064.4,433.8,1256.8,441.3,5.23,192.54612434427224
e159044,0,,733017,738235,738243,5218,313,9,1240.9,428.0,1257.2,425.7,0.44,16.46147016520695
e159044,0,,733017,738381,738413,5364,322,33,1254.2,425.7,1196.5,585.6,5.03,169.9920586380435
e159044,0,,733017,738639,738702,5622,337,64,1194.8,580.6,855.3,675.4,9.71,352.48729055102115
e159044,0,,733017,738937,738959,5920,355,23,837.5,678.3,833.8,629.0,1.49,49.438648848850995
e159044,0,,733017,739187,739368,6170,370,182,839.8,650.4,886.0,922.8,7.92,276.2900649679608
e159044,0,,733017,739512,739599,6495,390,88,859.8,720.8,230.2,711.8,17.32,629.6643232707407
e159044,0,,733017,739891,739968,6874,413,78,207.5,652.7,105.8,344.4,9.73,324.6410017234423
e159044,0,,733017,740079,740125,7062,424,47,120.2,278.4,117.4,186.1,2.88,92.34246043938832
e159044,0,,733017,740683,740716,7666,460,34,282.7,180.4,292.2,351.9,5.44,171.76291800036464
e159044,0,,733017,741036,741074,8019,481,39,450.5,376.5,469.3,196.8,5.79,180.68074053423624
e159044,0,,733017,741302,741485,8285,497,184,556.8,182.9,635.4,283.3,3.98,127.50733312245224
e159044,0,,733017,741651,741693,8634,518,43,683.2,176.6,637.7,444.2,8.67,271.44061965741236
e159044,0,,733017,741918,741970,8901,534,53,730.2,443.5,521.1,470.3,6.13,210.81045989229284
e159044,0,,733017,742225,742256,9208,552,32,533.9,472.9,402.2,483.9,3.81,132.15857898751784
e159044,0,,733017,742394,742425,9377,563,32,401.9,490.7,296.4,471.1,3.06,107.30521888519681
e159044,0,,733017,742718,742743,9701,582,26,298.0,477.2,400.9,426.6,3.34,114.66808623152299
e159044,0,,733017,743025,743035,10008,600,11,404.0,430.5,404.9,411.1,0.61,19.420865068271265
e159044,0,,733017,743298,743334,10281,617,37,406.3,416.7,457.6,447.8,1.78,59.990832632994874
e159044,0,,733017,743552,743586,10535,632,35,471.1,451.6,480.9,556.0,3.26,104.85895288433885
e159044,0,,733017,743623,743795,10606,636,173,485.5,594.0,555.9,718.7,4.25,143.2000349161969
e159044,0,,733017,743906,743957,10889,653,52,539.2,559.8,722.8,516.9,5.46,188.5454056719494
e159044,0,,733017,744094,744142,11077,664,49,729.0,478.2,877.8,448.3,4.4,151.77433906955414
e159044,0,,733017,744309,744330,11292,677,22,885.9,425.3,944.8,410.1,1.75,60.82968025561204
e159044,0,,733017,744586,744759,11569,694,174,931.9,421.2,973.7,796.9,11.29,378.0181609393919
e159044,0,,733017,745120,745147,12103,726,28,918.0,591.3,836.4,673.6,3.38,115.89585842470824
e159044,0,,733017,745524,745545,12507,750,22,832.7,677.6,754.3,691.7,2.25,79.65783075128279
e159044,0,,733017,745996,746022,12979,778,27,759.3,702.2,858.9,708.9,2.8,99.8250970447813
e159044,0,,733017,746937,746976,13920,835,40,863.7,706.0,953.1,628.8,3.4,118.1194310856601
e159044,0,,733017,747128,747170,14111,846,43,937.6,583.2,1072.5,489.9,4.72,164.02103523633792
e159044,0,,733017,747415,747453,14398,864,39,1057.9,435.4,972.0,614.1,5.96,198.2738005889836
e159044,0,,733017,748118,748293,15101,906,176,896.2,619.8,865.3,744.1,3.79,128.0831761005325
e159044,0,,733017,748385,748419,15368,922,35,828.3,614.7,940.2,580.7,3.33,116.95131465699743
e159044,0,,733017,748844,748887,15827,949,44,911.9,505.3,775.0,496.0,3.94,137.21552390309193
e159044,0,,733017,749243,749258,16226,973,16,752.8,459.0,756.2,424.0,1.11,35.1647550823264
e159044,0,,733017,749401,749452,16384,983,52,759.0,433.0,555.4,503.8,6.32,215.55880868106505
e159044,0,,733017,749754,749955,16737,1004,202,539.0,523.1,616.4,786.4,8.21,274.4406128837348
e159044,0,,733017,749976,750009,16959,1017,34,607.3,735.3,714.6,665.5,3.68,128.00519520706965
e159044,0,,733017,750219,750261,17202,1032,43,692.0,529.9,915.7,494.3,6.51,226.51501054014062
e159044,0,,733017,750445,750479,17428,1045,35,900.9,443.5,762.9,429.8,4.01,138.67836889724367
e159044,0,,733017,752680,752702,19663,1179,23,743.3,451.8,711.4,494.3,1.63,53.14000376364306
e159044,0,,733017,753035,753212,20018,1200,178,718.5,511.3,703.7,658.8,4.54,148.24064894623194
e159044,0,,733017,753882,753903,20865,1251,22,692.3,489.0,671.3,515.9,1.04,34.12638275586791
e159044,0,,733017,754055,754078,21038,1262,24,674.9,497.3,734.5,440.2,2.5,82.5382941427796
e159044,0,,733017,754414,754436,21397,1283,23,728.2,396.1,767.6,398.2,1.15,39.45592477689502
e159044,0,,733017,755289,755493,22272,1335,205,759.0,415.8,971.6,632.5,9.02,303.57478485539605
e159044,0,,733017,755526,755561,22509,1350,36,958.1,555.4,795.9,502.7,4.89,170.5465625569745
e159044,0,,733017,756157,756191,23140,1388,35,758.6,397.2,814.3,300.9,3.48,111.24828088559389
e159044,0,,733017,756524,756549,23507,1410,26,768.8,242.4,792.4,294.2,1.81,56.922754676842544
e159044,0,,733017,756706,756737,23689,1420,32,780.8,291.6,723.5,406.1,4.03,128.03726020186465
e159044,0,,733017,757001,757490,23984,1438,490,722.1,415.4,1004.6,581.0,9.55,327.4593257184776
e159044,0,,733017,757586,757609,24569,1473,24,983.3,492.8,956.9,435.3,1.94,63.27092539231585
e159044,0,,733017,757905,757939,24888,1492,35,961.4,426.8,1108.0,399.5,4.2,149.12025348690904
e159044,0,,733017,758108,758146,25091,1504,39,1105.3,390.8,1306.6,404.5,5.44,201.76565614593576
e159044,0,,733017,758597,758633,25580,1534,37,1292.5,408.7,1237.9,574.9,5.17,174.93884645784075
e159044,0,,733017,758880,758910,25863,1551,31,1239.1,602.2,1300.7,541.0,2.42,86.83317338436977
e159044,0,,733017,759074,759097,26057,1562,24,1297.0,521.8,1313.3,461.2,1.85,62.75388434192735
e159044,0,,733017,759345,759399,26328,1579,55,1302.3,445.8,1006.2,454.2,8.04,296.2191249733885
e159044,0,,733017,760115,760413,27098,1625,299,925.9,502.6,786.0,737.1,8.1,273.0609089562254
e159044,0,,733017,760744,761278,27727,1662,535,763.4,610.5,371.1,848.5,12.96,458.84996458537506
e159044,0,,733017,761326,761344,28309,1697,19,368.2,771.0,323.9,733.6,1.63,57.97628825649327
e159044,0,,733017,761519,761561,28502,1709,43,340.0,711.8,144.4,753.2,5.43,199.9332888740642
e159044,0,,733017,761934,761999,28917,1734,66,141.0,716.4,534.9,598.9,11.41,411.05165125565424
