subject,trial,movie,frame_start_ms,start_time_ms,end_time_ms,ms_video,calc_frame,duration_ms,start_x_px,start_y_px,end_x_px,end_y_px,amp_deg,amp_px
e159078,0,,5513882,5514284,5514332,402,25,49,645.7,368.4,431.7,164.1,9.06,295.8622821516795
e159078,0,,5513882,5514493,5514544,611,37,52,441.7,163.2,499.4,473.6,10.01,315.7173577743232
e159078,0,,5513882,5514792,5514827,910,55,36,487.3,465.6,658.8,522.4,5.28,180.66125760660466
e159078,0,,5513882,5515008,5515042,1126,68,35,648.9,517.6,501.1,419.0,5.29,177.67048151001333
e159078,0,,5513882,5515212,5515256,1330,80,45,503.2,417.2,726.3,217.2,9.14,299.62244575465303
e159078,0,,5513882,5515455,5515484,1573,95,30,725.5,211.3,613.6,243.4,3.45,116.41314358782687
e159078,0,,5513882,5515656,5515701,1774,107,46,616.7,244.9,532.3,482.4,7.94,252.0508083700586
e159078,0,,5513882,5515888,5515907,2006,121,20,530.2,480.3,481.1,457.2,1.6,54.26251007832206
e159078,0,,5513882,5516173,5516213,2291,138,41,476.1,455.0,518.4,363.1,3.16,101.16768258688143
e159078,0,,5513882,5516462,5516486,2580,155,25,532.5,351.5,494.3,417.2,2.37,75.99822366345148
e159078,0,,5513882,5516694,5516719,2812,169,26,490.3,426.1,564.7,456.3,2.36,80.29570349651347
e159078,0,,5513882,5516896,5516905,3014,181,10,557.4,455.7,571.3,450.6,0.44,14.80607983228508
e159078,0,,5513882,5517055,5517083,3173,191,29,572.1,454.3,472.4,479.5,3.0,102.83545108570297
e159078,0,,5513882,5517329,5517350,3447,207,22,480.0,481.9,498.6,520.6,1.32,42.937745632485225
e159078,0,,5513882,5517463,5517683,3581,215,221,499.3,528.9,533.6,110.8,13.27,419.5045887710884
e159078,0,,5513882,5517765,5517802,3883,233,38,537.8,109.5,356.8,37.3,5.76,194.86877635988785
e159078,0,,5513882,5518055,5518104,4173,251,50,363.7,40.0,694.7,202.5,10.97,368.7373726651532
e159078,0,,5513882,5518328,5518377,4446,267,50,690.9,203.9,528.0,514.7,10.95,350.90319177801734
e159078,0,,5513882,5518645,5518669,4763,286,25,537.5,516.3,464.6,482.6,2.35,80.31251459143832
e159078,0,,5513882,5519098,5519128,5216,313,31,466.6,466.8,586.3,444.9,3.54,121.68689329586809
e159078,0,,5513882,5519310,5519380,5428,326,71,578.8,442.6,1195.0,167.3,19.38,674.9018669406687
