subject,trial,movie,frame_start_ms,start_time_ms,end_time_ms,ms_video,calc_frame,duration_ms,start_x_px,start_y_px,end_x_px,end_y_px,amp_deg,amp_px
e159005,0,,,1242725,1242759,,,35,639.1,373.7,529.5,334.5,3.45,116.3993127127476
e159005,0,,,1242929,1242985,,,57,532.6,337.5,743.9,496.7,7.96,264.5606357718396
e159005,0,,,1243171,1243221,,,51,745.2,511.3,542.4,378.8,7.23,242.2479927677421
e159005,0,,,1243405,1243573,,,169,546.5,383.2,289.8,375.8,7.4,256.806639322273
e159005,0,,,1243687,1243731,,,45,287.0,378.8,534.7,364.5,7.15,248.11243419063064
e159005,0,,,1243920,1243966,,,47,532.0,364.0,710.8,512.3,7.0,232.2979336972242
e159005,0,,,1244248,1244268,,,21,717.1,508.8,775.1,531.6,1.82,62.320462129223664
e159005,0,,,1244544,1244597,,,54,775.7,536.9,657.2,361.6,6.51,211.5947541882832
e159005,0,,,1244783,1244831,,,49,661.1,359.7,921.9,367.9,7.57,260.92887919891115
e159005,0,,,1245097,1245161,,,65,915.8,371.7,536.8,374.8,10.99,379.0126778882205
e159005,0,,,1245394,1245443,,,50,539.0,377.1,643.9,572.3,6.84,221.60110559290982
e159005,0,,,1245660,1245712,,,53,643.2,565.8,336.8,490.1,9.07,315.61281659653815
e159005,0,,,1245863,1245913,,,51,334.0,484.8,118.9,286.3,8.62,292.69482400616516
e159005,0,,,1246062,1246086,,,25,159.0,283.2,147.7,205.9,2.44,78.12157192478911
e159005,0,,,1247004,1247132,,,129,453.2,208.6,492.1,200.7,1.17,39.694080163167946
e159005,0,,,1247567,1247608,,,42,585.2,231.1,584.9,386.5,4.99,155.4002895750198
e159005,0,,,1247848,1247872,,,25,620.3,377.4,637.1,450.9,2.39,75.39555689826824
e159005,0,,,1248131,1248171,,,41,661.7,447.4,645.7,289.8,5.06,158.41010068805582
e159005,0,,,1248385,1248408,,,24,652.6,294.1,641.1,238.4,1.83,56.8747747248286
e159005,0,,,1248525,1248564,,,40,636.8,233.7,520.4,350.8,5.09,165.1101753375606
e159005,0,,,1249014,1249038,,,25,512.7,350.6,563.2,302.3,2.14,69.87946765681606
e159005,0,,,1249376,1249398,,,23,549.8,292.3,503.4,323.9,1.7,56.13840040471403
e159005,0,,,1249647,1249661,,,15,506.5,332.0,478.3,343.2,0.9,30.3427091737043
e159005,0,,,1250330,1250346,,,17,494.8,336.5,518.2,307.9,1.15,36.95294304923497
