subject,trial,movie,frame_start_ms,start_time_ms,end_time_ms,ms_video,calc_frame,duration_ms,start_x_px,start_y_px,end_x_px,end_y_px,amp_deg,amp_px
e159090,0,,556693,556947,556969,254,16,23,645.2,378.3,601.9,422.0,1.88,61.518940172925646
e159090,0,,556693,557122,557354,429,26,233,606.4,419.2,636.8,534.9,3.74,119.62712903016605
e159090,0,,556693,557483,557506,790,48,24,609.8,430.6,551.4,457.8,1.91,64.42359816092234
e159090,0,,556693,557693,557712,1000,60,20,547.0,459.0,585.8,481.7,1.34,44.9525305183145
e159090,0,,556693,557973,558217,1280,77,245,587.9,471.5,737.7,404.3,4.85,164.1824594772536
e159090,0,,556693,558521,558556,1828,110,36,727.0,337.3,879.2,374.6,4.59,156.70395655502773
e159090,0,,556693,558900,558924,2207,133,25,868.8,373.9,764.1,384.3,3.06,105.21525554785288
e159090,0,,556693,559093,559392,2400,144,300,753.2,386.1,706.0,493.5,3.66,117.31410827347237
e159090,0,,556693,559846,559869,3153,189,24,682.3,363.4,614.1,400.1,2.31,77.44759518538967
e159090,0,,556693,560082,560101,3389,204,20,609.8,403.2,591.5,444.4,1.41,45.08137087534049
e159090,0,,556693,560298,560311,3605,217,14,591.3,439.0,605.2,465.6,0.93,30.01283058959957
e159090,0,,556693,560430,560494,3737,224,65,604.3,463.0,393.5,62.7,14.11,452.41212406388934
e159090,0,,556693,560760,560844,4067,244,85,397.5,58.3,1248.4,5.4,23.73,852.5427965797378
e159090,0,,556693,561018,561391,4325,260,374,1258.5,5.9,691.4,642.0,24.88,852.1887232297786
e159090,0,,556693,561840,561889,5147,309,50,633.5,411.0,1088.5,493.0,13.18,462.3299687452675
e159090,0,,556693,562030,562077,5337,320,48,1089.0,496.6,705.5,412.7,11.2,392.57032491007266
e159090,0,,556693,562656,562718,5963,358,63,703.7,398.5,1085.3,100.2,14.43,484.3567383654324
e159090,0,,556693,563160,563422,6467,388,263,1036.2,104.1,701.6,542.1,16.73,551.1816034665889
e159090,0,,556693,564006,564073,7313,439,68,680.1,402.3,1086.9,147.3,14.17,480.11586101690085
e159090,0,,556693,564289,564304,7596,456,16,1100.3,142.6,1110.6,111.4,1.02,32.85620184987909
e159090,0,,556693,564476,564740,7783,467,265,1115.5,106.2,679.7,635.6,20.42,685.7011010637215
e159090,0,,556693,565077,565091,8384,503,15,628.6,499.6,631.7,519.9,0.64,20.535335400231432
e159090,0,,556693,565261,565277,8568,514,17,621.0,499.9,591.2,513.4,0.96,32.71528694662477
e159090,0,,556693,565479,565502,8786,527,24,580.7,493.0,531.3,549.0,2.25,74.67502929359993
e159090,0,,556693,565718,565778,9025,541,61,523.8,559.3,743.0,261.3,11.36,369.9359944639072
e159090,0,,556693,566092,566410,9399,564,319,737.0,214.1,644.7,849.2,19.34,641.7720000124655
e159090,0,,556693,566578,566598,9885,593,21,578.9,638.0,642.0,631.6,1.81,63.42373372799809
e159090,0,,556693,567018,567054,10325,619,37,635.9,552.3,761.9,519.2,3.78,130.27513193238374
e159090,0,,556693,567408,567475,10715,643,68,745.1,490.0,371.2,226.0,13.68,457.70865187365644
e159090,0,,556693,567775,567790,11082,665,16,404.3,200.5,366.9,197.0,1.09,37.563413050467105
e159090,0,,556693,567965,567995,11272,676,31,389.9,201.8,380.0,113.8,2.84,88.55512407534644
e159090,0,,556693,568211,568275,11518,691,65,412.9,126.0,949.4,126.2,15.51,536.5000372786567
e159090,0,,556693,568755,568806,12062,723,52,938.7,129.3,637.3,439.6,13.18,432.582997816604
e159090,0,,556693,569068,569088,12375,742,21,640.1,439.3,610.9,477.3,1.47,47.92327200849294
e159090,0,,556693,569244,569264,12551,753,21,610.8,477.4,660.3,461.7,1.52,51.93014538781882
e159090,0,,556693,569510,569802,12817,769,293,664.4,462.5,777.3,541.8,4.1,137.96702504584198
e159090,0,,556693,570004,570022,13311,798,19,759.8,383.8,807.0,376.0,1.4,47.84015050143555
e159090,0,,556693,570275,570298,13582,815,24,809.3,376.0,865.0,405.1,1.86,62.84345630214817
e159090,0,,556693,570587,570596,13894,833,10,880.6,420.4,891.2,430.6,0.44,14.710540438746682
e159090,0,,556693,570803,570813,14110,846,11,889.7,439.6,905.5,446.6,0.5,17.281203661782317
e159090,0,,556693,570964,571001,14271,856,38,904.3,446.8,655.1,517.4,7.51,259.0077218926107
e159090,0,,556693,571241,571279,14548,873,39,664.4,511.6,785.2,414.1,4.66,155.2381718521576
e159090,0,,556693,571595,571607,14902,894,13,773.3,399.0,792.6,377.4,0.89,28.966359798911625
e159090,0,,556693,571944,571960,15251,915,17,789.9,365.8,801.4,337.6,0.96,30.454720487963755
e159090,0,,556693,572153,572174,15460,927,22,796.8,342.0,750.9,357.6,1.43,48.478551958572346
e159090,0,,556693,572460,572481,15767,946,22,762.5,349.4,814.5,312.0,1.93,64.05279072764901
e159090,0,,556693,573165,573178,16472,988,14,824.5,302.3,799.7,311.4,0.78,26.416850682850086
e159090,0,,556693,573734,573754,17041,1022,21,795.4,306.8,839.6,318.1,1.34,45.62159576341016
e159090,0,,556693,573830,573851,17137,1028,22,831.0,316.0,779.2,311.7,1.52,51.97816849408986
e159090,0,,556693,573919,574173,17226,1033,255,787.5,313.2,836.8,403.4,3.21,102.79362820719966
e159090,0,,556693,574299,574316,17606,1056,18,820.3,298.5,792.1,327.3,1.24,40.3073194345642
e159090,0,,556693,574923,574931,18230,1093,9,794.6,334.0,792.4,323.5,0.34,10.728000745712139
e159090,0,,556693,575240,575246,18547,1112,7,798.5,335.3,809.7,337.0,0.33,11.328283188550724
e159090,0,,556693,575418,575427,18725,1123,10,807.6,337.6,790.5,338.0,0.5,17.104677722775158
e159090,0,,556693,575565,575574,18872,1132,10,796.7,336.1,815.9,337.7,0.56,19.266551326067603
e159090,0,,556693,575714,575729,19021,1141,16,809.4,332.5,780.0,332.1,0.86,29.402720962523155
e159090,0,,556693,575984,575993,19291,1157,10,783.5,325.9,801.5,328.4,0.53,18.172781845386247
e159090,0,,556693,576409,576453,19716,1182,45,803.7,333.1,981.6,117.0,8.6,279.9064486574041
e159090,0,,556693,576702,576713,20009,1200,12,995.9,116.1,988.3,133.4,0.59,18.89576672167607
e159090,0,,556693,577153,577175,20460,1227,23,996.6,132.8,1036.7,154.7,1.33,45.69048040894297
e159090,0,,556693,577476,577727,20783,1246,252,1022.1,155.7,767.4,681.9,17.73,584.6011717401874
e159090,0,,556693,577864,577888,21171,1269,25,722.0,519.9,785.0,525.3,1.83,63.23100505290106
e159090,0,,556693,578054,578083,21361,1281,30,769.6,475.4,761.0,365.3,3.5,110.43536571225721
e159090,0,,556693,578391,578408,21698,1301,18,754.1,339.4,783.3,318.4,1.09,35.96720728663814
e159090,0,,556693,578589,578637,21896,1313,49,773.6,316.9,457.4,189.9,10.1,340.75128759844773
e159090,0,,556693,578833,578858,22140,1328,26,487.4,192.6,462.0,127.1,2.24,70.25247326607085
e159090,0,,556693,579605,579643,22912,1374,39,485.5,142.4,536.1,290.1,4.98,156.12703161208185
e159090,0,,556693,580300,580338,23607,1416,39,534.7,289.2,464.5,126.9,5.61,176.83136034086263
e159090,0,,556693,580532,580573,23839,1429,42,479.7,138.9,547.9,300.0,5.56,174.9412758613587
e159090,0,,556693,580859,580898,24166,1449,40,542.7,298.0,474.0,130.2,5.76,181.318862780462
e159090,0,,556693,581597,581855,24904,1493,259,490.0,134.5,522.9,212.1,2.68,84.28623849715918
e159090,0,,556693,581936,581955,25243,1514,20,521.6,139.8,483.7,143.1,1.12,38.04339627320361
e159090,0,,556693,582907,582917,26214,1572,11,507.8,146.4,488.1,145.9,0.58,19.706344156134076
e159090,0,,556693,583103,583362,26410,1584,260,496.0,143.5,786.6,182.6,8.61,293.21863856173945
e159090,0,,556693,583580,583597,26887,1612,18,775.3,133.4,741.0,154.0,1.21,40.01062358924185
e159090,0,,556693,583724,583744,27031,1621,21,747.1,155.3,784.0,169.4,1.18,39.50215184012129
e159090,0,,556693,584125,584136,27432,1645,12,787.2,169.6,763.5,171.1,0.7,23.747420912596006
e159090,0,,556693,584381,584393,27688,1660,13,766.5,168.1,792.8,166.7,0.77,26.337235997727582
e159090,0,,556693,584807,584818,28114,1686,12,810.0,161.5,814.1,141.6,0.65,20.317972339778407
e159090,0,,556693,585062,585071,28369,1701,10,844.9,139.8,863.0,139.0,0.53,18.117670931993462
e159090,0,,556693,585621,585671,28928,1734,51,865.8,138.2,468.3,106.3,11.63,398.77795826750497
e159090,0,,556693,585846,585868,29153,1748,23,496.8,110.3,441.0,126.7,1.71,58.16012379629192
e159090,0,,556693,586292,586553,29599,1775,262,455.5,130.2,455.4,213.6,2.68,83.40005995201683
e159090,0,,556693,586695,586701,30002,1799,7,452.6,112.0,444.0,106.6,0.31,10.154801819828906
e159090,0,,556693,586947,586961,30254,1814,15,445.2,109.3,478.0,107.9,0.96,32.82986445296418
e159090,0,,556693,587175,587192,30482,1828,18,471.8,108.8,437.5,124.4,1.12,37.68089701692359
e159090,0,,556693,587974,587982,31281,1875,9,454.1,124.5,467.3,124.7,0.39,13.201515064567388
e159090,0,,556693,588011,588061,31318,1878,51,470.9,125.5,840.5,137.9,10.8,369.8079501579164
e159090,0,,556693,588530,588539,31837,1909,10,844.0,136.0,857.6,134.6,0.4,13.671868928570102
e159090,0,,556693,588748,588763,32055,1922,16,856.2,133.9,832.7,127.7,0.71,24.304114877937852
e159090,0,,556693,589060,589373,32367,1941,314,833.9,129.7,807.9,227.4,3.23,101.10039564709923
e159090,0,,556693,589587,589895,32894,1972,309,805.6,150.4,851.2,336.0,6.1,191.1196483881236
e159090,0,,556693,590453,590502,33760,2024,50,832.1,165.9,462.4,172.8,10.81,369.764384439605
