subject,trial,movie,frame_start_ms,start_time_ms,end_time_ms,ms_video,calc_frame,duration_ms,x_px,y_px
e159090,0,,556693,556663,556946,-30,-1,284,643.9,378.8
e159090,0,,556693,556970,557121,277,17,152,606.3,419.5
e159090,0,,556693,557355,557482,662,40,128,614.8,453.5
e159090,0,,556693,557507,557692,814,49,186,548.0,460.1
e159090,0,,556693,557713,557972,1020,62,260,584.3,474.0
e159090,0,,556693,558218,558520,1525,92,303,727.4,344.7
e159090,0,,556693,558557,558899,1864,112,343,869.7,374.9
e159090,0,,556693,558925,559092,2232,134,168,752.1,385.5
e159090,0,,556693,559393,559845,2700,162,453,681.8,378.5
e159090,0,,556693,559870,560081,3177,191,212,608.7,404.2
e159090,0,,556693,560102,560297,3409,205,196,593.3,441.9
e159090,0,,556693,560312,560429,3619,217,118,604.5,464.7
e159090,0,,556693,560495,560759,3802,228,265,397.5,55.1
e159090,0,,556693,560845,561017,4152,249,173,1259.3,2.1
e159090,0,,556693,561392,561839,4699,282,448,646.1,459.4
e159090,0,,556693,561890,562029,5197,312,140,1085.9,496.0
e159090,0,,556693,562078,562655,5385,323,578,712.0,401.6
e159090,0,,556693,562719,563159,6026,362,441,1059.3,101.7
e159090,0,,556693,563423,564005,6730,404,583,678.7,425.4
e159090,0,,556693,564074,564288,7381,443,215,1093.2,144.4
e159090,0,,556693,564305,564475,7612,457,171,1113.2,108.4
e159090,0,,556693,564741,565076,8048,483,336,640.0,517.0
e159090,0,,556693,565092,565260,8399,504,169,628.8,516.5
e159090,0,,556693,565278,565478,8585,515,201,583.6,498.9
e159090,0,,556693,565503,565717,8810,529,215,523.8,553.2
e159090,0,,556693,565779,566091,9086,545,313,740.4,211.7
e159090,0,,556693,566411,566577,9718,583,167,599.9,707.9
e159090,0,,556693,566599,567017,9906,594,419,635.2,575.4
e159090,0,,556693,567055,567407,10362,622,353,753.2,494.5
e159090,0,,556693,567476,567774,10783,647,299,387.4,197.4
e159090,0,,556693,567791,567964,11098,666,174,376.0,197.2
e159090,0,,556693,567996,568210,11303,678,215,399.2,123.1
e159090,0,,556693,568276,568754,11583,695,479,950.9,127.4
e159090,0,,556693,568807,569067,12114,727,261,639.7,437.6
e159090,0,,556693,569089,569243,12396,744,155,612.9,474.2
e159090,0,,556693,569265,569509,12572,754,245,659.6,464.8
e159090,0,,556693,569803,570003,13110,786,201,762.2,426.1
e159090,0,,556693,570023,570274,13330,800,252,803.8,370.7
e159090,0,,556693,570299,570586,13606,816,288,873.1,412.5
e159090,0,,556693,570597,570802,13904,834,206,887.4,436.4
e159090,0,,556693,570814,570963,14121,847,150,902.0,447.5
e159090,0,,556693,571002,571240,14309,858,239,666.1,514.4
e159090,0,,556693,571280,571594,14587,875,315,780.2,408.1
e159090,0,,556693,571608,571943,14915,895,336,790.0,368.2
e159090,0,,556693,571961,572152,15268,916,192,798.2,341.5
e159090,0,,556693,572175,572459,15482,928,285,761.9,353.3
e159090,0,,556693,572482,573164,15789,947,683,823.5,304.4
e159090,0,,556693,573179,573733,16486,989,555,800.1,308.5
e159090,0,,556693,573755,573829,17062,1023,75,831.0,315.8
e159090,0,,556693,573852,573918,17159,1029,67,787.8,311.0
e159090,0,,556693,574174,574298,17481,1048,125,824.1,328.9
e159090,0,,556693,574317,574922,17624,1057,606,794.8,325.4
e159090,0,,556693,574932,575239,18239,1094,308,794.9,330.8
e159090,0,,556693,575247,575417,18554,1113,171,807.4,336.5
e159090,0,,556693,575428,575564,18735,1123,137,794.2,336.7
e159090,0,,556693,575575,575713,18882,1132,139,812.5,332.6
e159090,0,,556693,575730,575983,19037,1142,254,784.7,327.7
e159090,0,,556693,575994,576408,19301,1157,415,799.9,329.9
e159090,0,,556693,576454,576701,19761,1185,248,989.2,113.6
e159090,0,,556693,576714,577152,20021,1201,439,996.7,132.8
e159090,0,,556693,577176,577475,20483,1228,300,1028.3,150.9
e159090,0,,556693,577728,577863,21035,1261,136,737.1,575.7
e159090,0,,556693,577889,578053,21196,1271,165,772.1,487.3
e159090,0,,556693,578084,578390,21391,1283,307,756.9,341.1
e159090,0,,556693,578409,578588,21716,1302,180,777.4,318.9
e159090,0,,556693,578638,578832,21945,1316,195,477.6,191.3
e159090,0,,556693,578859,579604,22166,1329,746,477.6,136.8
e159090,0,,556693,579644,580299,22951,1376,656,533.6,289.0
e159090,0,,556693,580339,580531,23646,1418,193,478.8,135.8
e159090,0,,556693,580574,580858,23881,1432,285,547.9,303.0
e159090,0,,556693,580899,581596,24206,1451,698,491.6,133.8
e159090,0,,556693,581856,581935,25163,1509,80,519.4,158.8
e159090,0,,556693,581956,582906,25263,1515,951,501.6,150.6
e159090,0,,556693,582918,583102,26225,1572,185,494.6,144.5
e159090,0,,556693,583363,583579,26670,1599,217,777.5,138.6
e159090,0,,556693,583598,583723,26905,1613,126,746.9,153.5
e159090,0,,556693,583745,584124,27052,1622,380,781.0,169.5
e159090,0,,556693,584137,584380,27444,1645,244,765.1,169.6
e159090,0,,556693,584394,584806,27701,1661,413,791.2,167.1
e159090,0,,556693,584819,585061,28126,1686,243,830.9,141.3
e159090,0,,556693,585072,585620,28379,1702,549,866.0,138.4
e159090,0,,556693,585672,585845,28979,1738,174,488.2,107.9
e159090,0,,556693,585869,586291,29176,1749,423,454.7,127.9
e159090,0,,556693,586554,586694,29861,1790,141,452.4,138.8
e159090,0,,556693,586702,586946,30009,1799,245,445.2,110.7
e159090,0,,556693,586962,587174,30269,1815,213,473.3,107.9
e159090,0,,556693,587193,587973,30500,1829,781,447.0,120.2
e159090,0,,556693,587983,588010,31290,1876,28,470.2,125.1
e159090,0,,556693,588062,588529,31369,1881,468,844.4,139.4
e159090,0,,556693,588540,588747,31847,1909,208,857.8,133.2
e159090,0,,556693,588764,589059,32071,1923,296,835.8,125.4
e159090,0,,556693,589374,589586,32681,1959,213,802.3,157.6
e159090,0,,556693,589896,590452,33203,1991,557,830.2,178.1
e159090,0,,556693,590503,590720,33810,2027,218,477.1,170.8
e159090,0,,556693,590742,590911,34049,2041,170,451.8,200.5
e159090,0,,556693,590940,591158,34247,2053,219,486.1,260.1
e159090,0,,556693,591171,591318,34478,2067,148,506.9,244.3
e159090,0,,556693,591355,591870,34662,2078,516,471.8,127.5
e159090,0,,556693,591878,592235,35185,2109,358,482.6,137.2
e159090,0,,556693,592245,592572,35552,2131,328,464.4,147.1
e159090,0,,556693,592581,592951,35888,2152,371,469.3,146.1
e159090,0,,556693,593232,594021,36539,2191,790,457.7,144.3
e159090,0,,556693,594032,595147,37339,2239,1116,439.3,125.5
e159090,0,,556693,595160,595486,38467,2306,327,420.0,130.8
e159090,0,,556693,595499,596228,38806,2327,730,449.9,128.6
e159090,0,,556693,596474,596650,39781,2385,177,416.5,145.6
e159090,0,,556693,596666,597731,39973,2396,1066,448.4,129.1
e159090,0,,556693,597745,598049,41052,2461,305,434.9,121.3
e159090,0,,556693,598391,598494,41698,2500,104,625.3,181.9
e159090,0,,556693,598512,598714,41819,2507,203,621.6,125.5
e159090,0,,556693,598741,598957,42048,2521,217,625.9,215.7
e159090,0,,556693,598983,599109,42290,2535,127,637.9,279.0
e159090,0,,556693,599151,599296,42458,2545,146,770.2,252.5
e159090,0,,556693,599586,599710,42893,2572,125,693.8,488.1
e159090,0,,556693,599735,599925,43042,2580,191,633.3,495.8
e159090,0,,556693,599947,600119,43254,2593,173,594.6,524.3
e159090,0,,556693,600141,600290,43448,2605,150,551.2,539.7
e159090,0,,556693,600310,600533,43617,2615,224,521.8,567.6
e159090,0,,556693,600544,600718,43851,2629,175,506.0,567.7
e159090,0,,556693,600741,600881,44048,2641,141,475.8,537.8
e159090,0,,556693,600900,601077,44207,2650,178,484.4,498.3
e159090,0,,556693,601096,601317,44403,2662,222,492.5,461.5
e159090,0,,556693,601327,601562,44634,2676,236,493.9,478.1
e159090,0,,556693,601582,601733,44889,2691,152,533.3,473.2
e159090,0,,556693,601756,602008,45063,2702,253,493.3,429.6
e159090,0,,556693,602065,602406,45372,2720,342,701.2,365.0
e159090,0,,556693,602656,603115,45963,2756,460,724.8,384.5
e159090,0,,556693,603170,604851,46477,2786,1682,430.8,122.0
e159090,0,,556693,604868,605104,48175,2888,237,423.3,117.2
e159090,0,,556693,605327,606837,48634,2916,1511,425.5,110.8
e159090,0,,556693,606852,607056,50159,3007,205,412.8,105.4
e159090,0,,556693,607114,607368,50421,3023,255,934.6,145.4
e159090,0,,556693,607386,607556,50693,3039,171,907.3,167.5
e159090,0,,556693,607857,607976,51164,3067,120,752.2,455.0
e159090,0,,556693,607992,608202,51299,3075,211,740.2,361.2
e159090,0,,556693,608268,608662,51575,3092,395,419.2,159.9
e159090,0,,556693,608680,609183,51987,3117,504,420.3,128.5
e159090,0,,556693,609426,610379,52733,3161,954,408.8,129.0
e159090,0,,556693,610388,610683,53695,3219,296,413.7,139.0
e159090,0,,556693,610698,610987,54005,3238,290,447.7,140.5
e159090,0,,556693,611000,611668,54307,3256,669,433.9,127.1
e159090,0,,556693,611683,612085,54990,3297,403,414.5,140.3
e159090,0,,556693,612101,612431,55408,3322,331,430.1,119.0
e159090,0,,556693,612679,613677,55986,3356,999,428.6,127.9
e159090,0,,556693,613692,613905,56999,3417,214,405.0,140.6
e159090,0,,556693,613917,614160,57224,3431,244,423.1,135.3
e159090,0,,556693,614438,614516,57745,3462,79,478.3,140.0
e159090,0,,556693,614540,618133,57847,3468,3594,415.1,130.4
e159090,0,,556693,618443,618649,61750,3702,207,425.8,165.0
e159090,0,,556693,618662,618864,61969,3715,203,445.3,122.6
e159090,0,,556693,618874,618949,62181,3728,76,464.5,127.9
e159090,0,,556693,619243,619392,62550,3750,150,959.4,117.7
e159090,0,,556693,619411,619636,62718,3760,226,920.3,115.0
e159090,0,,556693,619655,620033,62962,3774,379,887.0,117.9
e159090,0,,556693,620291,620334,63598,3813,44,910.4,129.9
e159090,0,,556693,620353,620580,63660,3816,228,883.3,109.8
e159090,0,,556693,620598,621207,63905,3831,610,904.7,128.7
e159090,0,,556693,621220,621439,64527,3868,220,920.2,127.4
e159090,0,,556693,621473,621713,64780,3883,241,897.6,252.2
e159090,0,,556693,621727,621907,65034,3899,181,882.9,276.2
e159090,0,,556693,621950,622249,65257,3912,300,951.8,422.9
e159090,0,,556693,622277,622387,65584,3932,111,956.0,374.2
e159090,0,,556693,622446,622724,65753,3942,279,919.1,134.8
e159090,0,,556693,622741,622922,66048,3959,182,925.3,107.6
e159090,0,,556693,623009,623199,66316,3975,191,445.5,102.8
e159090,0,,556693,623212,623544,66519,3988,333,419.7,110.1
e159090,0,,556693,623555,623781,66862,4008,227,407.8,122.6
