movie,frame,semantic_L2,semantic_cosine,gaze_entropy,gaze_change,gaze_center_shift,mean_isc,n_subjects.x,mean_isc_sm,n_subjects.y,gaze_similarity_per_frame,fix_dur_sm,sacc_dur_sm,sacc_amp_px_sm,sacc_amp_deg_sm,sem_pe,sem_uncertainty,seg_prob_coarse,seg_prob_fine
1.2.3,1400,0.98429495,0.003951311,6.278881327167227,0.03813967936793131,2.23606797749979,0.45494779005231384,74,0.45051828202096567,87,-0.10587965494381557,369.535616742465,91.27398252941536,123.00756240956531,3.726616487926414,0.5283358182895076,0.0015127445747570346,3.730670448731724e-5,0.008996318396470913
1.2.3,1460,0.7094819,0.002038002,6.140307970835632,0.03041278011491308,2.23606797749979,0.41673178383830534,79,0.4220429764154809,87,-0.23888840526014918,457.2853280431825,83.50840199567492,107.51309899723792,3.2728787656205447,0.5678923223117089,0.0017414886927403907,9.229976043114486e-6,0.008708955525063062
1.2.3,1520,0.85828316,0.0030328035,6.325495890422537,0.03224869237877504,2.8284271247461903,0.4480246695502383,79,0.42763638539200366,87,-0.2542757338140959,506.9568732072515,66.93615799830575,109.1020439933198,3.249167547931266,0.5701790168059505,0.00183554185071064,1.8404407799756318e-6,0.009009651646549556
1.2.3,1580,1.004896,0.004152715,5.990641755493723,0.03588153785648602,4.47213595499958,0.38364394183445255,81,0.3863969514930552,87,-0.3727318726279339,488.63570509088845,81.67675323017603,113.95518912626557,3.385417447097154,0.5643749396702338,0.001731780843419606,3.819498168012435e-7,0.00929225039844386
1.2.3,1640,1.2727978,0.0063487887,5.998728265126858,0.02959158949152936,2.23606797749979,0.488625187665457,80,0.47559892912074153,87,0.07433961590322714,545.5683185371026,141.5599148427876,98.1488813469234,2.935570464813826,0.546859018851229,0.001681438783961165,7.115330722407263e-7,0.009038503712025144
1.2.3,1700,0.86797494,0.0030679703,5.897153078460067,0.0353278827655071,3,0.49121194623397946,73,0.536333460932334,87,0.309183710805712,NA,NA,NA,NA,0.5415863231864483,0.001701802498054603,4.128540565144795e-6,0.00802627117915829
1.2.3,1760,0.9770976,0.0039850473,5.9807212894463,0.03096793200881495,5,0.49470673087839184,77,0.5096404399806891,87,0.2078637809441162,465.44213102504585,124.49916757784422,146.03617950539916,4.284224951527661,0.5507114048931615,0.001672569985104,2.081098302571067e-5,0.006463467408223127
1.2.3,1820,0.70626307,0.002099514,5.727468075955236,0.04675062956320595,8.06225774829855,0.47116063835535527,79,0.49051255782987035,87,0.2226532605861902,432.5219716832476,72.26889917770251,128.06880011822918,3.745065391184961,0.5392771833500793,0.0015044305895263134,8.32137059617422e-5,0.005032961223689991
1.2.3,1880,0.686741,0.0019631386,5.948988622285558,0.03401147123595018,1.4142135623730951,0.5473138184185163,78,0.5507041576809134,87,0.5785307720914624,421.1035887990226,60.480637389887434,117.11236192611234,3.4480017397566898,0.5176164693979552,0.0012674460845446306,2.6962212826140797e-4,0.004674281363102882
1.2.3,1940,0.9416443,0.0037541986,6.012505026775255,0.02576785327621781,1,0.49899587664396294,77,0.4975008517100905,87,0.36093185999334787,415.29808461231875,66.29497321261123,114.55896437941588,3.39059489638323,0.5012570521412019,0.0011936291984149243,7.19738812972569e-4,0.006160517788586166
1.2.3,2000,0.9368774,0.0036866665,5.676717921502191,0.03337820448853201,0,0.4865757276327062,81,0.4924122550253694,87,0.2354694979617643,389.6966016057852,66.24919405241414,107.44220636852967,3.224407461264004,0.5039093134584748,0.001188578881419558,0.0015687780462582646,0.009586373116144459
1.2.3,2060,1.3945637,0.00809294,5.360523743661461,0.1004384541528583,7.280109889280518,0.5766363435795006,78,0.5655101981040151,87,0.5417910404432306,470.5441197242802,60.849234173167254,99.79665081463145,3.0419140649213805,0.5113522081371572,0.0013564914822199563,0.002784448694169356,0.014127602785988388
1.2.3,2120,1.1934972,0.0059651136,5.509470995264292,0.0378570946253668,1,0.6669019914518756,79,0.640273799370084,87,0.7862914361094553,564.6957827817145,66.70380804047335,82.84715525752142,2.5116837634417606,0.502004031745081,0.001571832412426838,0.004036000243228522,0.018370339676943577
1.2.3,2180,0.9699415,0.004010439,5.6702053674504524,0.0494786078031017,1.4142135623730951,0.6381919244901301,78,0.6388571914298629,87,0.7008025707431794,NA,NA,NA,NA,0.4960615373896749,0.0017597566645620921,0.004778147347058988,0.020953172187943202
1.2.3,2240,0.81695825,0.002798736,5.997032429614907,0.05440505149957427,7.280109889280518,0.5262710374263406,82,0.5600510696342532,87,0.5534962034630352,NA,NA,NA,NA,0.5344777209667307,0.0017794479502228151,0.0046245561890697244,0.021184818608067667
1.2.3,2300,0.8209951,0.0027777553,5.750852851816368,0.03001360565297284,1,0.4782313629440576,78,0.5230077564245108,87,0.32309843246305725,617.9467769750775,151.92728698338283,120.06993362258514,3.588151660815635,0.5602075332558035,0.00153468450342001,0.0036633159080610247,0.019204189855266833
1.2.3,2360,1.084546,0.0050491095,6.07367119993743,0.0558203892068262,4.242640687119285,0.528403578302823,81,0.5232637156474295,87,0.2525989143700403,545.7675801644175,138.76863297680987,134.49933632443202,3.9853816680194774,0.5243829047782241,0.001376118648089608,0.0023740273210546285,0.015753311854574275
1.2.3,2420,1.5803151,0.010657549,6.162904078972725,0.03006184018875346,2.8284271247461903,0.4476330922108901,80,0.45589176796127207,87,0.1587740105539576,502.0727670459609,116.26352934141956,157.0268680699944,4.4428071439080306,0.49035515073957736,0.0012090639901433313,0.0012586071518675367,0.011909209059455786
1.2.3,2480,0.9653441,0.0039820075,6.250247177100981,0.02826248010358851,8.06225774829855,0.4070435910298211,77,0.42102498997429766,87,0.02531507036833431,443.344434176906,111.87404895865912,168.35091683707128,4.746906426884784,0.4844451033307815,0.0012361086382534706,5.439525829795456e-4,0.008698125268343923
1.2.3,2540,0.98550534,0.004094839,6.258549175435603,0.03243530975990146,1.4142135623730951,0.41214082641599814,81,0.40498773383357295,87,-0.166179005978552,411.90202989690147,90.6411833811361,149.6801569965073,4.304696059273963,0.48591795893619993,0.0012062540620960788,1.9049270131717903e-4,0.006720255752350065
1.2.3,2600,0.98467344,0.0039963126,6.156025537356385,0.02659298544617429,1,0.4012415168875056,82,0.4119418044723917,87,-0.13801142502472816,NA,NA,NA,NA,0.4869503363440764,0.001152655558964437,5.454458333580246e-5,0.00596024206979315
1.2.3,2660,1.5795542,0.010484159,6.088391101285813,0.02574560183624627,1,0.4229878005790887,79,0.4128399159032819,87,-0.08905892709977768,NA,NA,NA,NA,0.48659910560050856,0.0011045469508013897,1.299135113043282e-5,0.005892092234188656
1.2.3,2720,0.78924614,0.0026131868,6.301825349023115,0.0296629099454995,0,0.43061260828294623,80,0.4269690434620686,87,-0.05691198740827183,NA,NA,NA,NA,0.4883119786886419,0.001144148285082192,2.9016968901359094e-6,0.005894978560171664
1.2.3,2780,0.46262568,8.9246035e-4,6.1201756068116575,0.02767736469339901,1.4142135623730951,0.4014646086914581,82,0.4164546507102218,87,-0.14411166188273403,424.8097581114515,79.66484491521511,122.57383023080689,3.5677046323365444,0.48853102662118153,0.0012391473798072654,3.3204004942777987e-6,0.005667937306907084
1.2.3,2840,1.2001314,0.006025791,6.005680188725396,0.03027487260119465,1.4142135623730951,0.4262114751409405,81,0.4296669870070447,87,-0.011472578783256679,481.27399279589827,92.72686585620279,117.23709017689539,3.4360660533931764,0.4843168527483123,0.0012596519018562755,1.6374989649947725e-5,0.005355091201800257
1.2.3,2900,1.1948565,0.006051898,5.980224737300752,0.03218090847754218,0,0.468165493510568,79,0.4406300355122009,87,0.0389165800217946,572.420057043351,91.87601780769144,124.22379549480313,3.6368298980475955,0.48502984041453484,0.0012857492461601345,7.798250904928614e-5,0.005299762074427367
1.2.3,2960,1.4975657,0.009503961,5.979463959718513,0.05480221642797592,1.4142135623730951,0.4648908415417138,76,0.4579217724725994,87,0.3707231749577973,NA,NA,NA,NA,0.4844558487203548,0.0013207923852641625,3.2144842037627497e-4,0.005750726449333058
1.2.3,3020,0.887425,0.0031579733,6.316968482095497,0.05102186238589209,6.708203932499369,0.4581131257965401,76,0.45682545243342065,87,0.22608153055634223,NA,NA,NA,NA,0.4886021108308556,0.0014366044113947592,0.0011020678930071328,0.006987729513353628
1.2.3,3080,0.790057,0.0026326776,6.173893268867797,0.03808564367705702,5.385164807134504,0.39227139682916456,80,0.4535215117397751,87,0.3379171146068043,NA,NA,NA,NA,0.49704332235337895,0.0014302786491414599,0.003168410986989352,0.010004743621659026
1.2.3,3140,1.0435214,0.004504144,5.857250576047438,0.03679334332118159,1,0.4043383324177315,76,0.41961831132969973,87,0.18500669186931856,NA,NA,NA,NA,0.49858194451121723,0.0013964990275252848,0.007761850442834206,0.01721630611945453
1.2.3,3200,1.2366911,0.0065327287,6.056227952610225,0.05281233518895799,5.385164807134504,0.4982746542306043,78,0.46119302717043087,87,0.2978457088476516,419.4145749434762,124.85445114757826,106.81871039806987,3.2101376597473825,0.49625262217443894,0.001408815158845292,0.016156594529664794,0.03174644532855568
1.2.3,3260,1.1357514,0.0054668784,5.45617115447237,0.07272400918809317,10.816653826391969,0.4228512441347304,76,0.43937452062174587,87,0.24248040183525343,472.5358390851656,63.87256246183066,99.76846989611364,2.8966163389347073,0.5525194076925976,0.0014245270299987388,0.028474851225401776,0.05463226839242424
1.2.3,3320,0.9264288,0.0035010576,5.399192446314835,0.06701164891032975,3.605551275463989,0.6054009623542617,79,0.5993501019989323,87,0.88807030461465,507.3077597080587,71.34904000403988,112.5735431067114,3.1997544170060803,0.5963692500950647,0.0015159329097887224,0.04260829707305372,0.0819553389570183
1.2.3,3380,0.90097684,0.0034666061,5.701271614505227,0.03529541933387914,2.23606797749979,0.6320814618972154,78,0.5942205790162683,87,0.780180182738522,NA,NA,NA,NA,0.591364936363823,0.0015978188064297164,0.05430322442020502,0.10490948348739296
1.2.3,3440,1.3420994,0.0075811744,5.656375995945434,0.0909069575575924,6.708203932499369,0.5651575824941355,81,0.60754456633702,87,0.8800278958639134,452.746265662375,74.44179490012952,83.87853395678889,2.501236537759241,0.6060102830017259,0.0017565669733549513,0.05933327992977412,0.11489974386443137
1.2.3,3500,1.0295173,0.0043144226,5.644892721402741,0.06354921208046078,3,0.5674647284653981,79,0.5845077704802475,87,0.8222040672526938,450.0648209133478,64.0598271706567,98.71778068100308,2.9450790234529185,0.6052494451011938,0.0016548188637043589,0.056236552530290605,0.10964413591682289
1.2.3,3560,0.77030855,0.0024477243,5.927129785584075,0.04262368185731385,8.94427190999916,0.536084080673981,77,0.5175077219796983,87,0.8196771757253057,481.4648846251942,64.81101095780488,100.93303048231301,3.000183960534965,0.5834853470718799,0.0014874412223954772,0.047009478048625444,0.0940804551114779
1.2.3,3620,0.57022035,0.0013917089,5.558603309826177,0.0642539076953367,3,0.47565645758133335,79,0.48452765318086327,87,0.6499552540248288,496.76760033439604,75.3886730373801,103.41435871606619,3.0803065727810552,0.5502058037580003,0.0014651054786911355,0.03556257183865705,0.07610016210912425
1.2.3,3680,0.7345006,0.0023993254,5.486241443031258,0.03898885065669488,3.1622776601683795,0.5924458651779554,79,0.5620491596305265,87,0.7043806264571001,420.4085086869628,77.42350096595935,106.3277994056065,3.1715570035194713,0.5347743129205472,0.0015209871706993662,0.02515942264690993,0.06104539921415179
1.2.3,3740,0.5716037,0.0014036894,5.3386734665212,0.06411507516302851,3.1622776601683795,0.5932195680368937,78,0.6024845251525339,87,0.6806623804527614,400.439348391563,81.14056090826378,102.46029657614243,3.047442355585603,0.5134359954825509,0.0016448520101137298,0.01705679794467328,0.049738248425384636
1.2.3,3800,0.7713654,0.0025157332,5.877088032133938,0.03651875428468144,0,0.633495575546189,76,0.6081438637316763,87,0.5635071865956143,374.98183665788207,79.01014770246304,96.7524230445609,2.878346854504345,0.5191410438672914,0.0015170913253068899,0.011077582969042045,0.040534628430745616
1.2.3,3860,1.1593567,0.0056777596,5.749837004161794,0.02736766714041079,3,0.5342493481861311,80,0.5415332938801429,87,0.3688291579921198,NA,NA,NA,NA,0.5476216320123092,0.0015011808918206674,0.006701155841948453,0.03209520563844699
1.2.3,3920,0.7668656,0.0025081635,5.6406072345155005,0.05603879212492974,5.0990195135927845,0.5284088232269584,76,0.5141672339148131,87,0.263138389471136,404.33922303649655,93.89903274034755,116.36575407251672,3.455417606928634,0.5351860943093851,0.0014747153412120306,0.0036310685382596837,0.024550763209413635
1.2.3,3980,0.98058265,0.0040485263,5.275346771784162,0.03434860144666919,1,0.5844829562543468,77,0.5572937885093885,87,0.48463718786165577,397.03041703020295,94.55974053403175,128.63382777468374,3.8099160245595662,0.4994780483356678,0.0015515240738099808,0.0017191448314717633,0.01890785383739452
1.2.3,4040,0.9025495,0.0034219623,5.419475132066293,0.01873980392597417,1.4142135623730951,0.6563714835735992,82,0.6540857615897325,87,0.9179060694468335,425.8912377551755,83.699547977544,130.6370480928274,3.864051501196134,0.4661997255778769,0.0016646680194437459,7.321787636817163e-4,0.015858570764015503
1.2.3,4100,0.8602588,0.0031792521,5.389353648376377,0.03023971281665527,2,0.6456468069248971,81,0.6308936498684037,87,0.8314618783869006,437.5898639246063,90.5576848198283,149.99558303413957,4.398920724124927,0.46120431906373477,0.0016470468671796869,3.7447717413817015e-4,0.015172502294342614
1.2.3,4160,0.76887167,0.0024020672,5.323524503009834,0.03597916643251948,2,0.6443442863090263,82,0.6417041350072681,87,0.9057688974032512,NA,NA,NA,NA,0.4851926857874698,0.0016886930475446286,4.425604978630144e-4,0.01595522607385697
1.2.3,4220,0.90276885,0.00346452,5.827998474043424,0.03296118270237638,2.23606797749979,0.6344525318687098,79,0.6281232514087658,87,0.8527688951891684,390.6928732719075,97.74933737967694,111.0899152067715,3.3183055228858884,0.48991469574181035,0.001661060344260253,8.41350698456962e-4,0.01730025631748181
1.2.3,4280,0.91465217,0.0035694838,5.716320594113552,0.02954182387734694,2.23606797749979,0.5602320509953896,79,0.5691868514402143,87,0.47811981264716635,NA,NA,NA,NA,0.47517845097361855,0.0017852536578537384,0.001492983191991839,0.01889516413570374
1.2.3,4340,1.151598,0.0057904124,5.59589458982977,0.02466018115443695,0,0.5670491170875922,77,0.5643460240436253,87,0.6008153477727977,407.0940740792045,114.15157071939703,88.00680802782836,2.628198679665815,0.46108155854123023,0.001793507470896216,0.0022937463319625618,0.02106653810488914
1.2.3,4400,1.0169599,0.0044459105,6.022483584281009,0.03554127584907191,1.4142135623730951,0.5528527775502486,75,0.567189861045298,87,0.38833643665988316,400.3643360284749,74.34841895151247,90.11695201426495,2.7040703623618167,0.4752582386964546,0.0019743896584276024,0.0032831039419693358,0.024301561162425794
1.2.3,4460,1.0699733,0.0050130486,5.851940664707743,0.03176138027242863,1,0.47343284283069115,79,0.4661701245224935,87,-0.1157031845535613,396.5029933276666,80.91249125090104,106.41225995589275,3.196032413358262,0.6107270724070478,0.002268585352561412,0.00508968137218111,0.029036775107097113
1.2.3,4520,0.9235173,0.0036053061,5.743965359317142,0.02455386387176835,1,0.5303573834071694,81,0.4972727809666759,87,-0.07315935402995867,NA,NA,NA,NA,0.7617495777667932,0.0025230907364916905,0.009482062662328523,0.03632523467849186
1.2.3,4580,1.5972333,0.010635555,5.908504633120714,0.04826505508084593,2.23606797749979,0.5564325120813476,78,0.5420055108904146,87,0.3177964948614892,387.6865774301574,63.951503775298754,125.95312932772735,3.8141842590472588,0.656457054650138,0.0022941428280393128,0.01956367478842102,0.04878597445349109
1.2.3,4640,1.7690638,0.0127032995,6.187415792802504,0.07215459625114617,12.041594578792296,0.48496935014751413,74,0.47580754973108075,87,0.2902388819238879,445.4817846875043,47.15586915181261,106.14210921547591,3.225506660898395,0.5420443098286154,0.001887203786241222,0.038439230146531694,0.06966827842236727
1.2.3,4700,0.8827865,0.0031297803,6.0020222732792305,0.05037402445911138,4.123105625617661,0.41039510088441417,78,0.40872066692925885,87,0.21498373366193932,441.1855836450756,55.752482198261774,76.52409210562138,2.321623795054581,0.5710617131068535,0.0015563264258598084,0.06654621853665225,0.09942787321248035
1.2.3,4760,0.80940837,0.0026531816,6.00264306432107,0.0314963453202018,1.4142135623730951,0.4561712679717069,75,0.46518446987315415,87,0.29444282851833864,416.11524056060153,73.78510859387453,92.06174085089128,2.7950818893826983,0.5926518522235041,0.00169897791340046,0.09916859761074677,0.1321446754203486
1.2.3,4820,0.81729794,0.0026665926,6.479509956578066,0.05194907019486092,15.033296378372908,0.4768371923874395,79,0.49419006378962066,87,0.3667319102273074,NA,NA,NA,NA,0.6170039695755215,0.001772129067771555,0.1263904883559052,0.1560699499785744
1.2.3,4880,1.156898,0.0048737526,6.288031411053422,0.0564865155069354,30.4138126514911,0.3034825826971195,78,0.3396017571215151,87,-0.21107505365442447,NA,NA,NA,NA,0.7449352761819311,0.002288068820243214,0.1380168559353039,0.16079326359974674
1.2.3,4940,0.93408275,0.0033476353,5.472299850497892,0.0874855998762158,13.92838827718412,0.3572709938744083,76,0.33944883095498385,87,-0.28149137406293656,351.1292362688941,120.72960332827878,103.57963263736691,3.102800094225015,0.7924739488613394,0.0028307032464865447,0.13003764647412838,0.1448762579798857
1.2.3,5000,0.53544724,0.0010186434,5.941676544981377,0.0524268905101779,2.23606797749979,0.6131256059093353,78,0.5423085288665561,87,0.5053058292711595,341.0229036160821,120.77867418920073,103.2019988429601,3.0993299965882612,0.8550734724069887,0.0033991621254227285,0.10709640240481019,0.11676633945658585
1.2.3,5060,0.84666926,0.0028511286,5.777617700875637,0.09234352547750392,10.770329614269007,0.47318404874634706,79,0.4629338285807149,87,0.2644438054343487,361.4704112884795,88.61572923958524,103.00412706726736,3.1090838790991167,0.981186831861745,0.0031518608338137947,0.07905682653004935,0.08841258214083503
1.2.3,5120,0.76670307,0.002287805,5.479834599320677,0.03148363360474442,0,0.5351369887148627,78,0.5797240165326932,87,0.8493544199158878,334.98954675459805,74.4750106400901,98.4968025922838,2.9751446454064725,0.8052734642065961,0.0026989004677476724,0.05470265968689182,0.0676680719042681
1.2.3,5180,0.54495233,0.0012384653,5.598302951351684,0.11542066878689276,20.024984394500787,0.5993640065764938,80,0.5690698279993962,87,0.6850463925159799,298.7004483694305,77.53249668492245,115.3366405352618,3.481074055106651,0.6500393497351844,0.002717277091377014,0.038341423735471246,0.056217248997791125
1.2.3,5240,1.0188037,0.00419569,6.195081840392406,0.05670159086317206,3,0.545104059735658,82,0.5002210501724624,87,0.5949814453745338,297.6883115825067,74.04941717984507,152.6696927432833,4.63560721109345,0.7028163622227169,0.003359668024025723,0.02984409081058575,0.05200852433092685
1.2.3,5300,0.7155669,0.002085507,5.611200675687253,0.06485225618454372,17,0.37447588659032544,76,0.40384565751520074,87,0.09660901925763882,344.31734248887693,97.53247072830632,156.98247648802354,4.773930534349365,0.731547909969661,0.003688054827669652,0.026541539657495745,0.052737246429670294
1.2.3,5360,0.7490093,0.0023978949,6.3388836345308555,0.07551460972011532,12,0.5719885324448114,80,0.524177614330429,87,0.7211414739370421,339.42152722255327,208.2925532601281,133.83736207886486,4.031999133915529,0.7479424821489035,0.003489358090149954,0.025586192188976287,0.057591189401344604
1.2.3,5420,0.7120027,0.0018562675,6.217337314995633,0.06833248159228089,21.2602916254693,0.3556963157025166,80,0.42130481740686143,87,0.5074721760294059,329.38653970670856,159.9508543282842,112.82767780475221,3.3845680081012954,0.8170648730334823,0.0033479321789339923,0.025166625818476254,0.06590991951557755
1.2.3,5480,0.720908,0.0021846294,6.25667187934911,0.06824580828521015,17.11724276862369,0.3866575282544219,81,0.37261408065903084,87,0.07276154292205561,390.5183084351558,58.3107090419901,98.23230686697967,2.9404434674500863,0.9599323502587516,0.0033740031021986683,0.02467440558397983,0.07518215865631839
1.2.3,5540,0.51646364,0.001100421,5.247309480301162,0.05516585383991481,1,0.3925817725103116,80,0.43890546464247454,87,0.3982595345412469,436.8176815645316,65.18034678278102,105.95589649802004,3.1890388960158544,0.9169451991225578,0.003323294914483791,0.024107687852245454,0.08103332091973518
1.2.3,5600,0.9780198,0.003843367,5.586728669011433,0.08652120117772724,5,0.655514749858412,81,0.6329249032200281,87,1.060203389445205,378.4770985178256,88.61770504476038,138.5095711571063,4.211388422024198,0.7574145136360069,0.0033379812022103204,0.023272816540567603,0.07942098297745512
1.2.3,5660,0.87015647,0.0030463338,6.219763573624979,0.04795506106832842,2.8284271247461903,0.5712672925935721,83,0.5635882708547753,87,0.8874630819589107,498.31223617602575,67.72864545602127,109.88921986358551,3.339232911773176,0.8352346261693674,0.0027984740616478158,0.021588319557884914,0.06950734354535715
1.2.3,5720,0.6945322,0.001788795,5.671684713021491,0.0625421238709059,3.605551275463989,0.38246056196998945,79,0.3965756626182662,87,0.026148457875571733,716.9547545963311,44.025223246211034,71.103071739005685,2.13463290243068,0.7240404126946566,0.0023783400951352864,0.01856861276251759,0.05439361859945769
1.2.3,5780,0.7183131,0.0020994544,6.200081242090689,0.0414191439790008,5.0990195135927845,0.5505428149634483,76,0.48660179229912875,87,0.42361714274188195,855.0969093430504,52.54196232746126,70.49605502587616,2.0842277138905847,0.5043469554955986,0.0015551760040939508,0.01438979272992723,0.03927946824178469
