movie,frame,semantic_L2,semantic_cosine,gaze_entropy,gaze_change,gaze_center_shift
1.2.3,2540,0.98550534,0.004094839,6.258549175435603,0.03243530975990146,1.4142135623730951
1.2.3,2600,0.98467344,0.0039963126,6.156025537356385,0.026592985446174295,1.0
1.2.3,2660,1.5795542,0.010484159,6.088391101285813,0.025745601836246277,1.0
1.2.3,2720,0.78924614,0.0026131868,6.301825349023115,0.0296629099454995,0.0
1.2.3,2780,0.46262568,0.00089246035,6.1201756068116575,0.027677364693399015,1.4142135623730951
1.2.3,2840,1.2001314,0.006025791,6.005680188725396,0.030274872601194658,1.4142135623730951
1.2.3,2900,1.1948565,0.006051898,5.980224737300752,0.03218090847754218,0.0
1.2.3,2960,1.4975657,0.009503961,5.979463959718513,0.054802216427975926,1.4142135623730951
1.2.3,3020,0.887425,0.0031579733,6.316968482095497,0.05102186238589209,6.708203932499369
1.2.3,3080,0.790057,0.0026326776,6.173893268867797,0.03808564367705702,5.385164807134504
1.2.3,3140,1.0435214,0.004504144,5.857250576047438,0.03679334332118159,1.0
1.2.3,3200,1.2366911,0.0065327287,6.056227952610225,0.05281233518895799,5.385164807134504
1.2.3,3260,1.1357514,0.0054668784,5.45617115447237,0.07272400918809317,10.816653826391969
1.2.3,3320,0.9264288,0.0035010576,5.399192446314835,0.06701164891032975,3.605551275463989
1.2.3,3380,0.90097684,0.0034666061,5.701271614505227,0.03529541933387914,2.23606797749979
1.2.3,3440,1.3420994,0.0075811744,5.656375995945434,0.09090695755759239,6.708203932499369
1.2.3,3500,1.0295173,0.0043144226,5.644892721402741,0.06354921208046078,3.0
1.2.3,3560,0.77030855,0.0024477243,5.927129785584075,0.042623681857313855,8.94427190999916
1.2.3,3620,0.57022035,0.0013917089,5.558603309826177,0.0642539076953367,3.0
1.2.3,3680,0.7345006,0.0023993254,5.486241443031258,0.038988850656694884,3.1622776601683795
1.2.3,3740,0.5716037,0.0014036894,5.3386734665212,0.06411507516302851,3.1622776601683795
1.2.3,3800,0.7713654,0.0025157332,5.877088032133938,0.03651875428468144,0.0
1.2.3,3860,1.1593567,0.0056777596,5.749837004161794,0.02736766714041079,3.0
1.2.3,3920,0.7668656,0.0025081635,5.6406072345155005,0.056038792124929744,5.0990195135927845
1.2.3,3980,0.98058265,0.0040485263,5.275346771784162,0.034348601446669194,1.0
1.2.3,4040,0.9025495,0.0034219623,5.419475132066293,0.01873980392597417,1.4142135623730951
1.2.3,4100,0.8602588,0.0031792521,5.389353648376377,0.030239712816655273,2.0
1.2.3,4160,0.76887167,0.0024020672,5.323524503009834,0.03597916643251948,2.0
1.2.3,4220,0.90276885,0.00346452,5.827998474043424,0.03296118270237638,2.23606797749979
1.2.3,4280,0.91465217,0.0035694838,5.716320594113552,0.02954182387734694,2.23606797749979
1.2.3,4340,1.151598,0.0057904124,5.59589458982977,0.02466018115443695,0.0
1.2.3,4400,1.0169599,0.0044459105,6.022483584281009,0.03554127584907191,1.4142135623730951
1.2.3,4460,1.0699733,0.0050130486,5.851940664707743,0.031761380272428634,1.0
1.2.3,4520,0.9235173,0.0036053061,5.743965359317142,0.02455386387176835,1.0
1.2.3,4580,1.5972333,0.010635555,5.908504633120714,0.04826505508084593,2.23606797749979
1.2.3,4640,1.7690638,0.0127032995,6.187415792802504,0.07215459625114617,12.041594578792296
1.2.3,4700,0.8827865,0.0031297803,6.0020222732792305,0.05037402445911138,4.123105625617661
1.2.3,4760,0.80940837,0.0026531816,6.00264306432107,0.031496345320201805,1.4142135623730951
1.2.3,4820,0.81729794,0.0026665926,6.479509956578066,0.05194907019486092,15.033296378372908
1.2.3,4880,1.156898,0.0048737526,6.288031411053422,0.056486515506935404,30.4138126514911
1.2.3,4940,0.93408275,0.0033476353,5.472299850497892,0.0874855998762158,13.92838827718412
1.2.3,5000,0.53544724,0.0010186434,5.941676544981377,0.0524268905101779,2.23606797749979
1.2.3,5060,0.84666926,0.0028511286,5.777617700875637,0.09234352547750393,10.770329614269007
1.2.3,5120,0.76670307,0.002287805,5.479834599320677,0.031483633604744425,0.0
1.2.3,5180,0.54495233,0.0012384653,5.598302951351684,0.11542066878689276,20.024984394500787
1.2.3,5240,1.0188037,0.00419569,6.195081840392406,0.056701590863172065,3.0
1.2.3,5300,0.7155669,0.002085507,5.611200675687253,0.06485225618454372,17.0
1.2.3,5360,0.7490093,0.0023978949,6.3388836345308555,0.07551460972011532,12.0
1.2.3,5420,0.7120027,0.0018562675,6.217337314995633,0.06833248159228089,21.2602916254693
1.2.3,5480,0.720908,0.0021846294,6.25667187934911,0.06824580828521015,17.11724276862369
1.2.3,5540,0.51646364,0.001100421,5.247309480301162,0.05516585383991481,1.0
1.2.3,5600,0.9780198,0.003843367,5.586728669011433,0.08652120117772724,5.0
1.2.3,5660,0.87015647,0.0030463338,6.219763573624979,0.047955061068328426,2.8284271247461903
1.2.3,5720,0.6945322,0.001788795,5.671684713021491,0.0625421238709059,3.605551275463989
1.2.3,5780,0.7183131,0.0020994544,6.200081242090689,0.0414191439790008,5.0990195135927845
1.2.3,5840,0.48869517,0.0008971095,6.409716170061909,0.04663524396930306,5.385164807134504
1.2.3,5900,0.8486195,0.0027827024,6.235190154919431,0.032763366779516336,2.0
1.2.3,5960,1.0475612,0.004066527,6.389328101810874,0.039252544408573724,3.0
1.2.3,6020,0.81374514,0.0025102496,5.850380524416933,0.06454175474978813,9.0
1.2.3,6080,0.9335241,0.00366354,6.122728148721215,0.0832779027910733,11.40175425099138
1.2.3,6140,0.645684,0.0016892552,6.239556322992189,0.048320199027626624,4.123105625617661
1.2.3,6200,0.46702445,0.00091296434,5.961074651825722,0.0436529859529381,2.0
1.2.3,6260,0.6227142,0.0015483499,6.180471045514287,0.06003248231131377,6.4031242374328485
1.2.3,6320,0.66302705,0.0018057227,5.763543320795478,0.03514075870186717,2.0
1.2.3,6380,0.62358636,0.0016009808,6.3415942482811625,0.035061018955902315,2.23606797749979
1.2.3,6440,0.86686575,0.003244996,5.745843334607421,0.06255811274996625,4.123105625617661
1.2.3,6500,0.97777635,0.0039113164,5.68394314477024,0.03295468689989976,1.0
1.2.3,6560,0.5451054,0.0011829138,5.546001455891764,0.06893317002451106,5.385164807134504
1.2.3,6620,0.4931868,0.00096940994,5.729051415117224,0.02606965799129122,1.0
1.2.3,6680,0.9218233,0.003451109,5.478749249749502,0.07539334258222068,5.0990195135927845
1.2.3,6740,0.86567575,0.0030620098,5.626110731835612,0.031343337896383106,2.23606797749979
1.2.3,6800,0.7275001,0.002217412,5.641964186141976,0.06369964228490078,3.1622776601683795
1.2.3,6860,0.79106474,0.0023950338,5.669550533815215,0.07658577624532513,7.0
1.2.3,6920,0.9811502,0.0038380623,5.54643430194501,0.038409934879743805,3.605551275463989
1.2.3,6980,0.87756556,0.0032072663,5.587903164449052,0.048654802916109914,3.1622776601683795
1.2.3,7040,0.7458092,0.002266705,5.673739455234453,0.0796845038746228,6.082762530298219
1.2.3,7100,0.7489032,0.0023238063,5.752454426824877,0.07968235952302569,7.280109889280518
1.2.3,7160,1.0065749,0.0040928125,5.790612851117077,0.0725653716415388,8.06225774829855
1.2.3,7220,0.81385815,0.00275743,6.021757113366974,0.04862229754652043,7.0
1.2.3,7280,1.3711923,0.0077000856,5.799421915420558,0.054906963054617654,9.055385138137417
1.2.3,7340,1.0010246,0.00416404,5.664785152232197,0.044903391400880205,5.0990195135927845
1.2.3,7400,0.656227,0.0016959906,5.7878722756617975,0.05365679372278283,6.082762530298219
1.2.3,7460,0.539129,0.0011488199,5.692228765231399,0.02383110025473355,3.1622776601683795
1.2.3,7520,1.0624384,0.0045264363,5.887339178354529,0.039771896254795755,10.04987562112089
1.2.3,7580,0.9297949,0.0031315684,5.8516657520045685,0.0688868331697417,12.0
1.2.3,7640,0.86109954,0.0028632283,5.539251709993423,0.08348278074640056,11.0
1.2.3,7700,1.145024,0.005347848,6.195880899725012,0.04903556116194492,2.8284271247461903
1.2.3,7760,1.0109209,0.0043274164,6.225281700863691,0.059415862603486067,7.0710678118654755
1.2.3,7820,0.6908742,0.0019789338,6.0142675030764075,0.05952328182102871,8.246211251235321
1.2.3,7880,0.7644291,0.0024046898,5.624354697925043,0.06318076704361644,7.0710678118654755
1.2.3,7940,0.61943275,0.0015361905,6.143079140557617,0.04269058339035998,1.0
1.2.3,8000,1.0816822,0.004450321,5.937152227421372,0.03253286790814867,2.0
1.2.3,8060,0.72368515,0.0020971894,6.164274740342854,0.04429051429243756,5.385164807134504
1.2.3,8120,1.1348377,0.005154848,6.205355783138315,0.04240425481414043,4.123105625617661
1.2.3,8180,0.74759173,0.00219059,6.2590420679914205,0.03295157995127315,1.4142135623730951
1.2.3,8240,0.94109654,0.0034940839,6.230680600484744,0.028975187021462755,1.0
1.2.3,8300,0.7313598,0.0021454096,6.150341242595599,0.03408653877862125,1.0
1.2.3,8360,1.1123025,0.0042291284,6.130757711474848,0.03365804296034046,2.8284271247461903
1.2.3,8420,0.9450571,0.0033891797,5.860803873457682,0.028183444637440182,1.0
1.2.3,8480,1.2026938,0.0060222745,6.226523635502355,0.07009369867623286,11.045361017187261
1.2.3,8540,1.2449073,0.006608188,6.078081211087096,0.05938857908798578,5.0
1.2.3,8600,0.5593469,0.0012030602,6.2817416747011,0.041469339703720874,2.8284271247461903
1.2.3,8660,0.5661365,0.0012105107,5.614753222967661,0.09215371606394251,17.26267650163207
1.2.3,8720,0.6699595,0.0018157959,6.204384737453432,0.07774706564939397,18.027756377319946
1.2.3,8780,0.9711434,0.003929913,6.329649027437761,0.04598121765197178,16.76305461424021
1.2.3,8840,0.6463408,0.0016269088,5.6382298223203415,0.06906689196253492,5.0990195135927845
1.2.3,8900,0.61688083,0.0014209151,6.461206702678466,0.048406698658611885,2.23606797749979
1.2.3,8960,0.8490883,0.0028746128,6.6367291899226615,0.04158382450183752,6.708203932499369
1.2.3,9020,0.75060534,0.0024250746,6.428341024645742,0.053945671857318765,35.22782990761707
1.2.3,9080,0.6931786,0.0018489361,6.492941511348901,0.06488349041764752,16.0312195418814
1.2.3,9140,0.76623917,0.0023847818,6.8176986121159615,0.061546317562539594,42.37924020083418
1.2.3,9200,0.90505713,0.0030709505,6.157493522579772,0.04868166552342639,4.47213595499958
1.2.3,9260,0.82703614,0.002866447,5.689380299228333,0.04921020386960075,2.23606797749979
1.2.3,9320,0.6474471,0.0016228557,6.25851445897448,0.07682718875267172,4.123105625617661
1.2.3,9380,1.1451938,0.005263865,6.3770242093703,0.0722691204241331,19.1049731745428
1.2.3,9440,0.64920735,0.0017624497,6.099762305649941,0.07566728251261447,10.0
1.2.3,9500,0.88303673,0.0034718513,5.7090378277357425,0.04896298180758999,2.23606797749979
1.2.3,9560,0.9978966,0.004535675,6.204945564490165,0.03820657063525074,1.0
1.2.3,9620,1.2637019,0.0071961284,5.543658478500777,0.06199485126873315,9.433981132056603
1.2.3,9680,1.0217991,0.0047339797,5.840379186312419,0.051419997065308455,8.06225774829855
1.2.3,9740,0.77847946,0.0026497245,6.298134603710574,0.054106517105934386,0.0
1.2.3,9800,0.67145294,0.002040267,6.004305577411865,0.05258618464455914,3.605551275463989
1.2.3,9860,1.0527583,0.0048775077,5.870329294175019,0.0538185703320615,8.06225774829855
1.2.3,9920,1.2186961,0.0067026615,6.126096583058469,0.05166794725186731,3.0
1.2.3,9980,0.84704393,0.003224671,6.219359110146166,0.046190802047775946,7.0710678118654755
1.2.3,10040,0.7009852,0.0022345781,6.188886016634195,0.04211768538241913,1.4142135623730951
1.2.3,10100,1.0940001,0.005428791,6.0806328060268875,0.03547289302552528,2.8284271247461903
1.2.3,10160,0.7406098,0.0024706125,6.322611299686268,0.045242551284128164,1.4142135623730951
1.2.3,10220,0.9236535,0.0037365556,6.265708681768538,0.04360871988557147,1.4142135623730951
1.2.3,10280,0.8549602,0.0031880736,5.892437705762277,0.0466732641462213,9.433981132056603
1.2.3,10340,1.2461386,0.007010579,6.487835252859471,0.04594108781624502,10.295630140987
1.2.3,10400,1.1629539,0.005999744,6.563242697618187,0.030188939763618063,0.0
1.2.3,10460,0.8276055,0.0030491948,6.237678883213316,0.04395652729671237,8.54400374531753
1.2.3,10520,0.97908634,0.0043388605,6.416497244046876,0.04660757840193286,7.280109889280518
1.2.3,10580,0.71515745,0.0023205876,6.698736068260046,0.029052284569029235,0.0
1.2.3,10640,1.1918199,0.00605464,6.310984328896128,0.03736907638520437,13.892443989449804
1.2.3,10700,1.1195433,0.00544554,6.005491348151298,0.04911276893711738,13.892443989449804
1.2.3,10760,0.8072872,0.0028821826,6.291049098992205,0.03949514905292321,1.4142135623730951
1.2.3,10820,0.9283155,0.0038096309,6.356843230616573,0.02998425121642911,0.0
1.2.3,10880,0.888582,0.0035675764,5.9309440877198565,0.03648143314635644,0.0
1.2.3,10940,0.9584457,0.004057288,6.112896989957075,0.042367034204400904,1.0
1.2.3,11000,0.68932104,0.0021712184,6.251060205355126,0.03564434064169816,1.0
1.2.3,11060,0.6902502,0.0020662546,5.852919549000134,0.04978383670018404,8.06225774829855
1.2.3,11120,0.8302983,0.0030409694,6.530864484515688,0.04921422810158639,7.810249675906654
1.2.3,11180,0.7418176,0.002438724,6.536954862509698,0.035416666074413586,2.23606797749979
1.2.3,11240,0.8344475,0.0030347705,6.031873665309528,0.04787569936927301,8.06225774829855
1.2.3,11300,1.0101305,0.004382074,6.1855550197343,0.041660906816040164,2.8284271247461903
1.2.3,11360,0.76305395,0.0025928617,6.287354531688703,0.02909645043323491,8.0
1.2.3,11420,1.1343356,0.0056158304,6.104059053339484,0.04189052603892731,8.94427190999916
1.2.3,11480,1.3352239,0.008105636,6.361403784189993,0.04133965556303827,5.656854249492381
1.2.3,11540,0.83154625,0.0030674934,6.330815622038382,0.03389116964356758,3.1622776601683795
1.2.3,11600,0.66483,0.0019250512,5.934648257189259,0.05641679789592929,4.242640687119285
1.2.3,11660,1.1882584,0.006223619,6.447471422311343,0.05220054711883503,4.123105625617661
1.2.3,11720,1.0573276,0.0051116347,6.287581600072443,0.03481158482163848,7.280109889280518
1.2.3,11780,1.3159164,0.007610321,5.907921690746118,0.053760293848115356,1.4142135623730951
1.2.3,11840,0.99277323,0.004237056,6.229895974717849,0.03749996575598302,1.0
1.2.3,11900,1.0559859,0.0049150586,6.470980133030404,0.02955571354361472,1.0
1.2.3,11960,0.96928054,0.0038931966,6.05965805914929,0.04325001266072174,2.0
1.2.3,12020,1.1291841,0.005590141,6.401272308165632,0.037563914433928695,1.0
1.2.3,12080,0.6326508,0.0017915368,6.3777742933553085,0.030629124368856186,1.0
1.2.3,12140,1.3829101,0.008465946,6.050041170025668,0.033005370157509366,1.0
1.2.3,12200,0.89087874,0.0034653544,6.221423378364171,0.03324704678452319,2.0
1.2.3,12260,1.0031306,0.004443288,6.174920231817335,0.0394911129229668,2.23606797749979
1.2.3,12320,0.77904314,0.0026778579,6.067212146553053,0.04233438918700204,2.23606797749979
1.2.3,12380,1.1120429,0.0054217577,6.58969676345379,0.0440543366340387,1.0
1.2.3,12440,0.9569913,0.004135251,6.513267063566717,0.033675920054723314,1.0
1.2.3,12500,1.1084818,0.0054685473,6.1791844552550845,0.04412734443033106,10.770329614269007
1.2.3,12560,1.0514493,0.004942715,6.464306462381118,0.04079758814347585,9.0
1.2.3,12620,0.81434566,0.002983451,6.482877605290827,0.03171632607586481,21.587033144922902
1.2.3,12680,1.372584,0.008404136,5.87540845234468,0.05178968606422547,8.06225774829855
1.2.3,12740,1.0049337,0.0044709444,6.4939753273084975,0.04514319542792948,2.0
1.2.3,12800,0.8938013,0.0034633875,6.391733691598872,0.03322214883448333,8.246211251235321
1.2.3,12860,0.8696749,0.0032717586,6.173147889852356,0.036378675981721474,0.0
1.2.3,12920,1.568503,0.0110057,6.0724178835532605,0.033960035128832396,7.615773105863909
1.2.3,12980,0.8434801,0.0031051636,6.5422945817501015,0.04608478214659128,9.486832980505138
1.2.3,13040,0.97528136,0.0042315125,6.508100682064097,0.0351470686803589,1.4142135623730951
1.2.3,13100,1.0888885,0.005252719,6.061169766206666,0.048139939923054716,7.211102550927978
1.2.3,13160,1.1197946,0.0053929687,6.2553449236921885,0.04524778714330939,7.211102550927978
1.2.3,13220,0.7905828,0.0027869344,6.35445271537688,0.03554993481157664,0.0
1.2.3,13280,1.010662,0.0044305325,6.214876936569974,0.036654892794937985,2.0
1.2.3,13340,1.1948718,0.006347537,6.366446514542979,0.04049810113995521,1.4142135623730951
1.2.3,13400,0.8583863,0.0032125115,6.288105664333493,0.03596143870756165,3.1622776601683795
1.2.3,13460,1.7143409,0.013367951,6.319468169067237,0.04283755671973378,2.8284271247461903
1.2.3,13520,1.1020073,0.005352378,6.105154912112412,0.06560889724610543,6.082762530298219
1.2.3,13580,0.86163807,0.003223002,6.242673990600039,0.03280894056245577,2.23606797749979
1.2.3,13640,0.92331654,0.0035494566,6.041136410881549,0.07694594715638271,7.0
1.2.3,13700,0.9310687,0.0038519502,5.910694541397243,0.050831030703166025,3.0
1.2.3,13760,0.6935835,0.0020724535,5.726479980536981,0.06349890098430548,3.1622776601683795
1.2.3,13820,0.93364924,0.003564477,5.328280920031804,0.08151704077829348,3.605551275463989
1.2.3,13880,0.8957832,0.0033686757,5.291172120859703,0.02952254876675633,0.0
1.2.3,13940,1.1494131,0.00553447,5.363331754793523,0.02819718514741192,1.4142135623730951
1.2.3,14000,0.7673913,0.0026602745,5.425661750535449,0.11112672729212687,8.54400374531753
1.2.3,14060,0.7118099,0.0021725893,6.109222306308622,0.06414521593129033,3.0
1.2.3,14120,0.88069904,0.0035462976,5.9478492079094964,0.029118763824338385,1.4142135623730951
1.2.3,14180,1.1218543,0.005651474,5.954915631723968,0.03265755327777551,1.0
1.2.3,14240,0.9109602,0.0036329627,6.24410604347057,0.03351558593203547,1.0
1.2.3,14300,0.8019048,0.0028306842,5.928075102210174,0.03280891124375446,1.0
1.2.3,14360,1.1671741,0.005966127,6.143961764304242,0.031802264113879326,1.0
1.2.3,14420,0.85332805,0.003195703,6.449987966571401,0.0418670043088478,2.23606797749979
1.2.3,14480,0.73278695,0.002313912,6.117551077675187,0.04304188727640536,3.1622776601683795
1.2.3,14540,0.91688687,0.0038303733,6.212370426947679,0.03432387904506555,3.1622776601683795
1.2.3,14600,0.8199011,0.0029130578,6.362767394432316,0.03285648105749831,1.0
1.2.3,14660,0.9903562,0.0042429566,6.15797235687794,0.03435857823783766,1.0
1.2.3,14720,0.820529,0.0030300021,6.197527757580073,0.03616978653682888,0.0
1.2.3,14780,0.9262558,0.0037766695,6.348983115947879,0.03525062282037232,2.23606797749979
1.2.3,14840,0.9240724,0.0036947727,6.229172029600614,0.03360406984525112,3.1622776601683795
1.2.3,14900,1.0643725,0.004911661,6.513623828243551,0.038575602745151163,1.0
1.2.3,14960,0.7984744,0.0028090477,6.119566078908959,0.04013174277170208,1.0
1.2.3,15020,0.92111516,0.0035865307,6.246205073356526,0.032318742476095126,1.4142135623730951
1.2.3,15080,1.1046102,0.005475521,6.289653130787208,0.038435637712018245,1.0
1.2.3,15140,0.9107061,0.003486693,6.1861018021868235,0.043607358839559573,2.0
1.2.3,15200,1.1198683,0.005736232,6.466649096455446,0.04223418296179843,3.605551275463989
1.2.3,15260,1.0463314,0.0049630404,6.47807885674379,0.039238547523099465,4.47213595499958
1.2.3,15320,0.8487704,0.0031864047,6.0408848774631645,0.042878121336811015,1.4142135623730951
1.2.3,15380,1.0070561,0.0045793056,6.559462095497998,0.0400271769074552,1.0
1.2.3,15440,0.7465699,0.0025772452,6.344572185549246,0.033345981267943144,3.0
1.2.3,15500,1.1519793,0.005968213,6.353823702403836,0.03185614228202644,1.4142135623730951
1.2.3,15560,0.6987748,0.0022518635,6.58683129290776,0.03560587445938463,0.0
1.2.3,15620,0.93296033,0.0039227605,6.263814345587289,0.034726703497280735,1.4142135623730951
1.2.3,15680,1.0460448,0.004621923,6.215757232290191,0.03264938700265856,1.0
1.2.3,15740,0.7421354,0.0024974942,6.364739461176771,0.03554432290520539,1.0
1.2.3,15800,1.0887637,0.0050130486,6.179822695805322,0.04278790995650451,3.0
1.2.3,15860,1.0420521,0.0046652555,6.309674056048422,0.028924959131872915,0.0
1.2.3,15920,0.5711746,0.0014855266,6.07344007244817,0.031047941975751128,1.0
1.2.3,15980,1.0219547,0.0041424036,6.4119273292660734,0.04744241227833437,2.23606797749979
1.2.3,16040,0.7573884,0.0025063753,6.524306110703823,0.031947928665384324,7.0
1.2.3,16100,1.075688,0.0045213103,6.482005004276031,0.061262646337889165,12.529964086141668
1.2.3,16160,1.2407634,0.0061374903,6.871363560910693,0.05729106864625481,20.248456731316587
1.2.3,16220,0.8775294,0.0030079484,6.105081626172548,0.05599673609430984,5.830951894845301
1.2.3,16280,0.6423655,0.0016589165,6.112023866570547,0.035009542740031194,3.605551275463989
1.2.3,16340,1.2756463,0.0068208575,6.726265821715555,0.04413856046604934,1.0
1.2.3,16400,1.0781575,0.004810035,6.67637171189015,0.036133328994076,1.0
1.2.3,16460,1.0933311,0.0046135187,6.578039531601384,0.04007930680766212,6.0
1.2.3,16520,1.2016194,0.0055050254,6.12075585990565,0.0717468757801691,21.213203435596427
1.2.3,16580,0.5037815,0.00096720457,6.391201833610388,0.07764503991124883,13.0
1.2.3,16640,0.7704682,0.00239259,6.286542149683217,0.07315050087931757,14.035668847618199
1.2.3,16700,0.9011721,0.0030300617,6.392284929071991,0.04551837929250946,5.385164807134504
1.2.3,16760,0.6300271,0.0015997291,6.121232555179258,0.03726765208929742,3.1622776601683795
1.2.3,16820,0.7272674,0.0021238327,6.047325665024379,0.028494524239349905,1.0
1.2.3,16880,0.81550133,0.0025838614,6.106830425937666,0.03296766723671031,1.4142135623730951
1.2.3,16940,0.8143864,0.0026384592,5.974522301720303,0.0366678361594054,4.123105625617661
1.2.3,17000,1.2112957,0.005954206,6.198546981292591,0.032928447125936386,5.0990195135927845
1.2.3,17060,1.261983,0.0066563487,6.312989860731766,0.07003859157272363,34.92849839314596
1.2.3,17120,1.3280156,0.006788075,6.315599969297672,0.04891390763228381,4.123105625617661
1.2.3,17180,0.60828495,0.0014085174,6.564573739739992,0.04553300529287036,15.556349186104045
1.2.3,17240,0.9757448,0.0035763383,6.307961383777291,0.044156790028894465,2.8284271247461903
1.2.3,17300,0.7711279,0.0022535324,6.373794325104345,0.04937301281545029,16.0
1.2.3,17360,0.8748019,0.0029872656,6.362598109256539,0.037178031579431406,1.0
1.2.3,17420,1.4054244,0.0076823235,5.943647730692054,0.072293612554345,8.54400374531753
1.2.3,17480,1.1726958,0.005369365,6.071772092925885,0.06007837296003577,9.055385138137417
1.2.3,17540,0.8457469,0.0027858615,6.540612830753216,0.05092401686044069,13.892443989449804
1.2.3,17600,1.7091689,0.011348069,6.244640022632985,0.036770379185336446,15.033296378372908
1.2.3,17660,0.88320756,0.0028116703,6.642356848026315,0.040099711680248076,5.0
1.2.3,17720,1.4354581,0.007918477,6.420333049771741,0.051655987996070615,8.54400374531753
1.2.3,17780,1.0734706,0.004433632,6.631277994984169,0.05050203710287061,11.045361017187261
1.2.3,17840,0.71923643,0.002022326,6.485445667745794,0.04761361303705274,5.385164807134504
1.2.3,17900,1.443403,0.007421434,6.284324108344392,0.04797837855322091,7.810249675906654
1.2.3,17960,1.0089211,0.0041425824,6.461303201084542,0.04931287314636104,14.317821063276353
1.2.3,18020,1.3622943,0.007346928,6.419772542356853,0.03348938506712995,5.0990195135927845
1.2.3,18080,0.72871006,0.0021936893,5.35993644439187,0.0983305201184349,16.0
1.2.3,18140,0.88303465,0.0031794906,5.549082314375616,0.10152092649569125,6.082762530298219
1.2.3,18200,0.9609654,0.0035489202,5.8915585633924135,0.03396136017112981,2.23606797749979
1.2.3,18260,0.82033503,0.0028390884,5.612197946773135,0.023879589355271423,1.0
1.2.3,18320,0.68540865,0.001921773,5.6964563257021466,0.025789958227266607,2.0
1.2.3,18380,0.5172549,0.0011264682,6.08028682319868,0.03322955627887313,0.0
